State,Date,Year,Month,Unemployment_Rate,Information,Professional_and_Tech_Services,Leisure_and_Hospitality,Total_Tech_Employment_Thousands
Hawaii,2021-02-01,2021,2,9.1,438.2,48.6,509.8,486.8
Hawaii,2021-03-01,2021,3,8.4,445.4,48.9,517.2,494.29999999999995
Hawaii,2021-04-01,2021,4,7.8,456.5,49.2,530.2,505.7
Hawaii,2021-05-01,2021,5,6.9,463.1,49.3,537.3,512.4
Hawaii,2021-06-01,2021,6,6.3,470.6,49.5,541.0,520.1
Hawaii,2021-07-01,2021,7,5.4,478.2,49.9,546.4,528.1
Hawaii,2021-08-01,2021,8,4.7,479.3,49.5,544.7,528.8
Hawaii,2021-09-01,2021,9,3.9,476.0,49.1,546.1,525.1
Hawaii,2021-10-01,2021,10,3.3,481.2,49.5,552.4,530.7
Hawaii,2021-11-01,2021,11,3.2,487.2,49.6,558.9,536.8
Hawaii,2021-12-01,2021,12,3.1,492.3,49.4,565.3,541.7
Hawaii,2022-01-01,2022,1,3.1,481.9,47.8,552.1,529.6999999999999
Hawaii,2022-02-01,2022,2,3.2,487.8,48.8,560.7,536.6
Hawaii,2022-03-01,2022,3,3.2,490.4,49.4,562.6,539.8
Hawaii,2022-04-01,2022,4,3.3,493.3,49.8,565.8,543.1
Hawaii,2022-05-01,2022,5,3.3,492.6,49.4,566.0,542.0
Hawaii,2022-06-01,2022,6,3.3,493.9,49.5,564.3,543.4
Hawaii,2022-07-01,2022,7,3.3,499.6,50.1,566.8,549.7
Hawaii,2022-08-01,2022,8,3.3,499.8,50.2,565.8,550.0
Hawaii,2022-09-01,2022,9,3.3,500.8,50.4,571.0,551.2
Hawaii,2022-10-01,2022,10,3.3,504.9,50.3,576.3,555.1999999999999
Hawaii,2022-11-01,2022,11,3.2,509.2,50.5,581.7,559.7
Hawaii,2022-12-01,2022,12,3.1,512.6,50.7,586.0,563.3000000000001
Hawaii,2023-01-01,2023,1,3.1,506.4,49.9,573.4,556.3
Hawaii,2023-02-01,2023,2,3.0,510.4,50.5,584.1,560.9
Hawaii,2023-03-01,2023,3,2.9,509.1,50.4,583.3,559.5
Hawaii,2023-04-01,2023,4,2.8,509.2,50.7,584.2,559.9
Hawaii,2023-05-01,2023,5,2.8,509.5,50.6,585.1,560.1
Hawaii,2023-06-01,2023,6,2.8,511.2,51.2,582.2,562.4
Hawaii,2023-07-01,2023,7,2.8,512.0,51.2,580.0,563.2
Hawaii,2023-08-01,2023,8,2.8,509.4,50.9,574.2,560.3
Hawaii,2023-09-01,2023,9,2.8,503.1,51.0,575.4,554.1
Hawaii,2023-10-01,2023,10,2.8,504.5,51.0,578.8,555.5
Hawaii,2023-11-01,2023,11,2.9,510.2,51.3,585.4,561.5
Hawaii,2023-12-01,2023,12,2.9,515.4,51.3,591.6,566.6999999999999
Hawaii,2024-01-01,2024,1,2.8,507.2,50.6,579.2,557.8
Hawaii,2024-02-01,2024,2,2.8,511.1,51.1,587.8,562.2
Hawaii,2024-03-01,2024,3,2.8,511.5,51.6,588.1,563.1
Hawaii,2024-04-01,2024,4,2.8,510.7,52.0,585.0,562.7
Hawaii,2024-05-01,2024,5,2.8,512.3,52.0,589.3,564.3
Hawaii,2024-06-01,2024,6,2.8,509.9,52.2,582.6,562.1
Hawaii,2024-07-01,2024,7,2.8,511.4,52.4,580.6,563.8
Hawaii,2024-08-01,2024,8,2.8,513.6,52.7,578.6,566.3000000000001
Hawaii,2024-09-01,2024,9,2.8,512.9,52.7,584.8,565.6
Hawaii,2024-10-01,2024,10,2.7,512.8,52.6,587.6,565.4
Hawaii,2024-11-01,2024,11,2.7,518.6,52.9,594.6,571.5
Hawaii,2024-12-01,2024,12,2.6,521.2,52.9,597.3,574.1
Hawaii,2025-01-01,2025,1,2.6,514.3,52.4,588.0,566.6999999999999
Hawaii,2025-02-01,2025,2,2.6,514.7,52.7,591.6,567.4000000000001
Hawaii,2025-03-01,2025,3,2.5,514.3,53.0,593.4,567.3
Hawaii,2025-04-01,2025,4,2.5,515.1,53.0,591.1,568.1
Hawaii,2025-05-01,2025,5,2.4,514.3,53.2,591.6,567.5
Hawaii,2025-06-01,2025,6,2.3,511.9,53.0,585.2,564.9
Hawaii,2025-07-01,2025,7,2.2,515.5,53.4,584.7,568.9
Hawaii,2025-08-01,2025,8,2.1,515.6,53.7,580.7,569.3000000000001
Hawaii,2025-09-01,2025,9,2.1,513.4,53.7,584.5,567.1
Hawaii,2025-10-01,2025,10,,517.6,53.4,589.6,571.0
Hawaii,2025-11-01,2025,11,2.2,519.2,53.9,593.1,573.1
Hawaii,2025-12-01,2025,12,2.2,522.9,54.0,595.9,576.9
Hawaii,2026-01-01,2026,1,2.2,516.3,53.7,585.8,570.0
Hawaii,2026-02-01,2026,2,2.3,517.1,54.2,590.3,571.3000000000001
Idaho,2016-01-01,2016,1,3.8,549.3,104.1,562.6,653.4
Idaho,2016-02-01,2016,2,3.8,553.7,105.0,570.4,658.7
Idaho,2016-03-01,2016,3,3.8,559.6,106.9,575.5,666.5
Idaho,2016-04-01,2016,4,3.8,565.5,109.1,578.7,674.6
Idaho,2016-05-01,2016,5,3.7,570.9,110.7,583.8,681.6
Idaho,2016-06-01,2016,6,3.7,579.5,113.0,587.8,692.5
Idaho,2016-07-01,2016,7,3.7,587.4,115.0,587.8,702.4
Idaho,2016-08-01,2016,8,3.7,586.7,115.2,586.0,701.9000000000001
Idaho,2016-09-01,2016,9,3.7,583.9,114.3,592.4,698.1999999999999
Idaho,2016-10-01,2016,10,3.7,581.0,112.8,593.0,693.8
Idaho,2016-11-01,2016,11,3.6,581.3,112.3,593.1,693.5999999999999
Idaho,2016-12-01,2016,12,3.5,578.7,110.8,590.7,689.5
Idaho,2017-01-01,2017,1,3.5,568.6,108.2,580.6,676.8000000000001
Idaho,2017-02-01,2017,2,3.4,572.2,109.1,586.3,681.3000000000001
Idaho,2017-03-01,2017,3,3.3,579.4,111.5,592.1,690.9
Idaho,2017-04-01,2017,4,3.2,582.5,112.9,594.3,695.4
Idaho,2017-05-01,2017,5,3.1,590.4,115.5,601.3,705.9
Idaho,2017-06-01,2017,6,3.1,601.1,118.8,606.4,719.9
Idaho,2017-07-01,2017,7,3.1,604.1,119.7,601.1,723.8000000000001
Idaho,2017-08-01,2017,8,3.1,604.2,120.2,600.1,724.4000000000001
Idaho,2017-09-01,2017,9,3.1,600.9,119.5,605.7,720.4
Idaho,2017-10-01,2017,10,3.1,598.7,119.7,605.9,718.4000000000001
Idaho,2017-11-01,2017,11,3.1,598.8,119.1,605.9,717.9
Idaho,2017-12-01,2017,12,3.1,597.5,117.8,605.3,715.3
Idaho,2018-01-01,2018,1,3.0,588.7,115.0,595.2,703.7
Idaho,2018-02-01,2018,2,2.9,593.9,116.4,603.3,710.3
Idaho,2018-03-01,2018,3,2.9,598.1,117.6,607.0,715.7
Idaho,2018-04-01,2018,4,2.8,604.1,119.0,612.0,723.1
Idaho,2018-05-01,2018,5,2.8,612.3,122.1,618.0,734.4
Idaho,2018-06-01,2018,6,2.8,623.3,125.1,623.8,748.4
Idaho,2018-07-01,2018,7,2.8,628.1,126.3,620.7,754.4
Idaho,2018-08-01,2018,8,2.8,627.6,126.5,619.8,754.1
Idaho,2018-09-01,2018,9,2.8,620.6,125.4,621.2,746.0
Idaho,2018-10-01,2018,10,2.9,622.0,125.4,625.4,747.4
Idaho,2018-11-01,2018,11,3.0,621.7,125.1,624.5,746.8000000000001
Idaho,2018-12-01,2018,12,3.0,620.0,123.4,624.0,743.4
Idaho,2019-01-01,2019,1,3.0,610.9,121.0,612.7,731.9
Idaho,2019-02-01,2019,2,3.0,613.9,121.2,620.3,735.1
Idaho,2019-03-01,2019,3,2.9,617.2,122.2,623.2,739.4000000000001
Idaho,2019-04-01,2019,4,2.9,624.3,123.9,629.0,748.1999999999999
Idaho,2019-05-01,2019,5,2.8,633.0,126.9,635.8,759.9
Idaho,2019-06-01,2019,6,2.8,642.5,129.8,639.5,772.3
Idaho,2019-07-01,2019,7,2.9,647.4,130.6,636.3,778.0
Idaho,2019-08-01,2019,8,2.9,647.3,130.9,636.1,778.1999999999999
Idaho,2019-09-01,2019,9,2.9,639.9,129.4,638.1,769.3
Idaho,2019-10-01,2019,10,2.9,641.7,128.8,643.3,770.5
Idaho,2019-11-01,2019,11,2.8,642.7,129.0,643.5,771.7
Idaho,2019-12-01,2019,12,2.8,641.1,127.4,642.6,768.5
Idaho,2020-01-01,2020,1,2.8,632.2,124.6,632.7,756.8000000000001
Idaho,2020-02-01,2020,2,2.8,634.9,125.4,638.5,760.3
Idaho,2020-03-01,2020,3,2.8,636.9,126.7,639.8,763.6
Idaho,2020-04-01,2020,4,11.8,568.4,122.4,569.9,690.8
Idaho,2020-05-01,2020,5,9.1,601.6,127.2,595.6,728.8000000000001
Idaho,2020-06-01,2020,6,7.5,630.6,130.7,619.2,761.3
Idaho,2020-07-01,2020,7,6.6,639.4,131.5,626.5,770.9
Idaho,2020-08-01,2020,8,5.4,642.1,132.0,628.7,774.1
Idaho,2020-09-01,2020,9,5.0,640.5,131.7,632.8,772.2
Idaho,2020-10-01,2020,10,4.4,647.8,133.0,641.0,780.8
Idaho,2020-11-01,2020,11,4.2,647.7,133.3,640.0,781.0
Idaho,2020-12-01,2020,12,4.2,650.3,132.9,641.1,783.1999999999999
Idaho,2021-01-01,2021,1,4.1,641.4,129.5,633.1,770.9
Idaho,2021-02-01,2021,2,4.1,648.1,130.9,642.0,779.0
Idaho,2021-03-01,2021,3,4.0,654.1,132.7,647.0,786.8
Idaho,2021-04-01,2021,4,3.9,662.4,136.1,652.4,798.5
Idaho,2021-05-01,2021,5,3.7,669.4,137.6,658.5,807.0
Idaho,2021-06-01,2021,6,3.6,680.2,140.1,665.6,820.3000000000001
Idaho,2021-07-01,2021,7,3.5,690.0,141.4,668.0,831.4
Idaho,2021-08-01,2021,8,3.4,687.4,140.9,665.1,828.3
Idaho,2021-09-01,2021,9,3.3,679.8,139.3,665.9,819.0999999999999
Idaho,2021-10-01,2021,10,3.1,683.6,140.5,670.6,824.1
Idaho,2021-11-01,2021,11,3.0,685.5,141.1,671.7,826.6
Idaho,2021-12-01,2021,12,2.9,686.2,140.1,671.7,826.3000000000001
Idaho,2022-01-01,2022,1,2.8,675.7,137.3,662.4,813.0
Idaho,2022-02-01,2022,2,2.7,684.2,139.4,671.6,823.6
Idaho,2022-03-01,2022,3,2.7,689.1,140.8,675.1,829.9000000000001
Idaho,2022-04-01,2022,4,2.7,692.2,141.8,677.9,834.0
Idaho,2022-05-01,2022,5,2.8,697.4,143.4,682.0,840.8
Idaho,2022-06-01,2022,6,2.8,707.8,146.8,687.7,854.5999999999999
Idaho,2022-07-01,2022,7,2.9,717.0,150.0,687.5,867.0
Idaho,2022-08-01,2022,8,2.9,714.3,149.5,686.0,863.8
Idaho,2022-09-01,2022,9,3.0,709.4,148.3,688.8,857.7
Idaho,2022-10-01,2022,10,3.0,709.6,148.3,690.6,857.9000000000001
Idaho,2022-11-01,2022,11,3.0,710.9,148.3,692.2,859.2
Idaho,2022-12-01,2022,12,3.0,708.5,145.4,690.1,853.9
Idaho,2023-01-01,2023,1,3.0,695.8,141.8,680.6,837.5999999999999
Idaho,2023-02-01,2023,2,3.0,698.8,142.5,686.7,841.3
Idaho,2023-03-01,2023,3,3.0,698.4,142.9,685.7,841.3
Idaho,2023-04-01,2023,4,3.0,712.4,144.7,698.6,857.0999999999999
Idaho,2023-05-01,2023,5,3.1,718.5,147.0,702.4,865.5
Idaho,2023-06-01,2023,6,3.1,729.7,150.2,709.7,879.9000000000001
Idaho,2023-07-01,2023,7,3.2,730.2,149.9,701.8,880.1
Idaho,2023-08-01,2023,8,3.3,728.1,150.0,701.4,878.1
Idaho,2023-09-01,2023,9,3.3,722.0,149.5,703.7,871.5
Idaho,2023-10-01,2023,10,3.4,731.2,151.2,713.1,882.4000000000001
Idaho,2023-11-01,2023,11,3.4,732.5,151.7,714.1,884.2
Idaho,2023-12-01,2023,12,3.4,733.2,150.9,714.3,884.1
Idaho,2024-01-01,2024,1,3.4,712.1,143.8,694.6,855.9000000000001
Idaho,2024-02-01,2024,2,3.5,715.0,144.9,699.2,859.9
Idaho,2024-03-01,2024,3,3.5,717.3,146.7,700.6,864.0
Idaho,2024-04-01,2024,4,3.5,730.0,148.6,711.9,878.6
Idaho,2024-05-01,2024,5,3.6,736.8,150.7,715.2,887.5
Idaho,2024-06-01,2024,6,3.6,745.5,153.7,720.6,899.2
Idaho,2024-07-01,2024,7,3.6,753.3,154.8,720.1,908.0999999999999
Idaho,2024-08-01,2024,8,3.6,749.8,155.3,718.5,905.0999999999999
Idaho,2024-09-01,2024,9,3.6,741.8,154.1,717.3,895.9
Idaho,2024-10-01,2024,10,3.6,747.5,155.0,723.7,902.5
Idaho,2024-11-01,2024,11,3.6,744.4,154.7,720.8,899.0999999999999
Idaho,2024-12-01,2024,12,3.7,741.4,152.2,718.3,893.5999999999999
Idaho,2025-01-01,2025,1,3.7,728.2,148.3,709.6,876.5
Idaho,2025-02-01,2025,2,3.7,728.0,148.3,711.1,876.3
Idaho,2025-03-01,2025,3,3.6,728.3,149.5,710.4,877.8
Idaho,2025-04-01,2025,4,3.6,746.4,153.0,725.1,899.4
Idaho,2025-05-01,2025,5,3.6,751.9,155.2,728.0,907.0999999999999
Idaho,2025-06-01,2025,6,3.6,758.5,156.9,731.9,915.4
Idaho,2025-07-01,2025,7,3.6,766.9,157.9,734.0,924.8
Idaho,2025-08-01,2025,8,3.6,762.3,157.5,730.7,919.8
Idaho,2025-09-01,2025,9,3.6,751.8,156.4,726.0,908.1999999999999
Idaho,2025-10-01,2025,10,,751.2,157.5,725.7,908.7
Idaho,2025-11-01,2025,11,3.6,750.4,158.3,723.8,908.7
Idaho,2025-12-01,2025,12,3.6,749.1,155.8,723.0,904.9000000000001
Idaho,2026-01-01,2026,1,3.7,734.1,151.0,711.7,885.1
Idaho,2026-02-01,2026,2,3.7,735.0,152.6,713.4,887.6
Illinois,2016-01-01,2016,1,6.2,5064.5,776.6,5095.6,5841.1
Illinois,2016-02-01,2016,2,6.2,5068.7,777.1,5119.5,5845.8
Illinois,2016-03-01,2016,3,6.2,5095.9,786.7,5142.6,5882.599999999999
Illinois,2016-04-01,2016,4,6.1,5170.6,800.4,5204.4,5971.0
Illinois,2016-05-01,2016,5,6.0,5202.7,808.0,5231.2,6010.7
Illinois,2016-06-01,2016,6,5.9,5231.9,818.6,5239.8,6050.5
Illinois,2016-07-01,2016,7,5.8,5234.3,819.1,5198.6,6053.400000000001
Illinois,2016-08-01,2016,8,5.8,5243.7,818.4,5204.0,6062.099999999999
Illinois,2016-09-01,2016,9,5.7,5222.7,814.1,5242.0,6036.8
Illinois,2016-10-01,2016,10,5.7,5251.2,812.7,5269.6,6063.9
Illinois,2016-11-01,2016,11,5.6,5262.1,809.0,5285.5,6071.1
Illinois,2016-12-01,2016,12,5.4,5238.2,793.8,5283.5,6032.0
Illinois,2017-01-01,2017,1,5.3,5098.4,768.0,5131.9,5866.4
Illinois,2017-02-01,2017,2,5.1,5104.8,769.5,5159.9,5874.3
Illinois,2017-03-01,2017,3,5.0,5145.7,780.0,5194.6,5925.7
Illinois,2017-04-01,2017,4,5.0,5197.5,794.2,5233.6,5991.7
Illinois,2017-05-01,2017,5,4.9,5249.3,807.9,5275.9,6057.2
Illinois,2017-06-01,2017,6,4.9,5294.6,822.3,5294.0,6116.900000000001
Illinois,2017-07-01,2017,7,5.0,5280.0,823.7,5235.4,6103.7
Illinois,2017-08-01,2017,8,5.0,5296.0,824.8,5252.6,6120.8
Illinois,2017-09-01,2017,9,4.9,5269.5,821.8,5278.1,6091.3
Illinois,2017-10-01,2017,10,4.9,5289.0,821.8,5299.3,6110.8
Illinois,2017-11-01,2017,11,4.8,5306.7,818.7,5321.0,6125.4
Illinois,2017-12-01,2017,12,4.7,5297.9,809.9,5322.1,6107.799999999999
Illinois,2018-01-01,2018,1,4.5,5151.6,784.5,5166.8,5936.1
Illinois,2018-02-01,2018,2,4.4,5164.2,788.4,5197.6,5952.599999999999
Illinois,2018-03-01,2018,3,4.4,5211.4,802.9,5238.4,6014.299999999999
Illinois,2018-04-01,2018,4,4.3,5238.0,812.2,5254.3,6050.2
Illinois,2018-05-01,2018,5,4.3,5291.6,827.2,5299.9,6118.8
Illinois,2018-06-01,2018,6,4.3,5339.8,840.7,5320.9,6180.5
Illinois,2018-07-01,2018,7,4.3,5336.1,840.7,5275.3,6176.8
Illinois,2018-08-01,2018,8,4.3,5344.6,840.6,5287.2,6185.200000000001
Illinois,2018-09-01,2018,9,4.4,5311.7,837.3,5306.0,6149.0
Illinois,2018-10-01,2018,10,4.4,5325.4,836.8,5321.8,6162.2
Illinois,2018-11-01,2018,11,4.5,5342.4,832.1,5348.1,6174.5
Illinois,2018-12-01,2018,12,4.6,5325.1,823.6,5336.4,6148.700000000001
Illinois,2019-01-01,2019,1,4.6,5186.7,797.3,5194.0,5984.0
Illinois,2019-02-01,2019,2,4.5,5182.0,796.4,5209.4,5978.4
Illinois,2019-03-01,2019,3,4.4,5216.6,807.8,5240.5,6024.400000000001
Illinois,2019-04-01,2019,4,4.2,5273.9,821.5,5285.5,6095.4
Illinois,2019-05-01,2019,5,4.0,5322.7,832.3,5330.0,6155.0
Illinois,2019-06-01,2019,6,3.9,5367.3,841.8,5351.0,6209.1
Illinois,2019-07-01,2019,7,3.8,5357.9,842.8,5299.9,6200.7
Illinois,2019-08-01,2019,8,3.7,5361.5,840.3,5307.0,6201.8
Illinois,2019-09-01,2019,9,3.7,5320.8,834.9,5319.6,6155.7
Illinois,2019-10-01,2019,10,3.7,5338.7,832.2,5344.2,6170.9
Illinois,2019-11-01,2019,11,3.6,5350.2,822.0,5367.6,6172.2
Illinois,2019-12-01,2019,12,3.6,5341.9,814.4,5362.8,6156.299999999999
Illinois,2020-01-01,2020,1,3.7,5210.2,790.4,5242.2,6000.599999999999
Illinois,2020-02-01,2020,2,3.8,5211.9,789.5,5255.2,6001.4
Illinois,2020-03-01,2020,3,5.1,5182.5,792.6,5227.6,5975.1
Illinois,2020-04-01,2020,4,18.3,4521.6,735.1,4575.2,5256.700000000001
Illinois,2020-05-01,2020,5,14.7,4592.5,758.8,4603.9,5351.3
Illinois,2020-06-01,2020,6,12.6,4762.5,785.0,4717.9,5547.5
Illinois,2020-07-01,2020,7,11.4,4864.3,785.7,4798.8,5650.0
Illinois,2020-08-01,2020,8,9.7,4907.0,789.1,4866.9,5696.1
Illinois,2020-09-01,2020,9,9.1,4902.9,786.5,4902.0,5689.4
Illinois,2020-10-01,2020,10,8.2,4968.4,787.7,4966.4,5756.099999999999
Illinois,2020-11-01,2020,11,7.8,4941.5,781.2,4942.8,5722.7
Illinois,2020-12-01,2020,12,7.6,4922.6,777.4,4925.1,5700.0
Illinois,2021-01-01,2021,1,7.2,4820.7,753.0,4826.5,5573.7
Illinois,2021-02-01,2021,2,7.0,4855.0,748.2,4878.5,5603.2
Illinois,2021-03-01,2021,3,6.8,4910.9,766.3,4923.5,5677.2
Illinois,2021-04-01,2021,4,6.7,4964.8,776.9,4973.8,5741.7
Illinois,2021-05-01,2021,5,6.6,5004.6,782.4,5007.6,5787.0
Illinois,2021-06-01,2021,6,6.4,5068.1,797.7,5040.3,5865.8
Illinois,2021-07-01,2021,7,6.2,5092.4,796.2,5041.2,5888.599999999999
Illinois,2021-08-01,2021,8,5.9,5094.9,800.6,5040.7,5895.5
Illinois,2021-09-01,2021,9,5.5,5068.9,798.0,5065.7,5866.9
Illinois,2021-10-01,2021,10,5.2,5147.3,800.4,5143.5,5947.7
Illinois,2021-11-01,2021,11,4.9,5183.8,799.0,5179.4,5982.8
Illinois,2021-12-01,2021,12,4.8,5197.1,793.8,5199.3,5990.900000000001
Illinois,2022-01-01,2022,1,4.7,5053.9,765.1,5072.7,5819.0
Illinois,2022-02-01,2022,2,4.7,5092.7,771.5,5110.0,5864.2
Illinois,2022-03-01,2022,3,4.6,5136.7,784.8,5144.8,5921.5
Illinois,2022-04-01,2022,4,4.6,5197.9,800.0,5193.3,5997.9
Illinois,2022-05-01,2022,5,4.6,5240.1,810.4,5226.9,6050.5
Illinois,2022-06-01,2022,6,4.5,5287.1,821.2,5258.2,6108.3
Illinois,2022-07-01,2022,7,4.5,5317.3,829.9,5252.7,6147.2
Illinois,2022-08-01,2022,8,4.5,5322.5,828.8,5253.9,6151.3
Illinois,2022-09-01,2022,9,4.5,5296.4,825.6,5273.4,6122.0
Illinois,2022-10-01,2022,10,4.6,5310.5,826.9,5288.1,6137.4
Illinois,2022-11-01,2022,11,4.5,5326.5,821.0,5314.1,6147.5
Illinois,2022-12-01,2022,12,4.5,5305.1,812.3,5297.0,6117.400000000001
Illinois,2023-01-01,2023,1,4.4,5205.0,794.1,5200.8,5999.1
Illinois,2023-02-01,2023,2,4.3,5206.7,793.7,5219.2,6000.4
Illinois,2023-03-01,2023,3,4.2,5243.4,803.5,5252.7,6046.9
Illinois,2023-04-01,2023,4,4.2,5282.3,817.9,5272.9,6100.2
Illinois,2023-05-01,2023,5,4.2,5319.6,824.0,5312.7,6143.6
Illinois,2023-06-01,2023,6,4.3,5389.9,839.6,5369.6,6229.5
Illinois,2023-07-01,2023,7,4.4,5362.0,836.4,5310.8,6198.4
Illinois,2023-08-01,2023,8,4.6,5357.5,836.1,5303.0,6193.6
Illinois,2023-09-01,2023,9,4.7,5337.0,835.4,5325.6,6172.4
Illinois,2023-10-01,2023,10,4.8,5329.1,829.7,5328.8,6158.8
Illinois,2023-11-01,2023,11,4.8,5342.6,829.1,5347.9,6171.700000000001
Illinois,2023-12-01,2023,12,4.8,5324.7,819.9,5336.7,6144.599999999999
Illinois,2024-01-01,2024,1,4.9,5182.8,792.4,5209.3,5975.2
Illinois,2024-02-01,2024,2,4.9,5191.4,795.7,5231.9,5987.099999999999
Illinois,2024-03-01,2024,3,5.0,5235.0,808.4,5270.2,6043.4
Illinois,2024-04-01,2024,4,5.1,5274.6,818.3,5301.3,6092.900000000001
Illinois,2024-05-01,2024,5,5.1,5322.7,828.4,5349.2,6151.099999999999
Illinois,2024-06-01,2024,6,5.1,5365.5,839.9,5363.7,6205.4
Illinois,2024-07-01,2024,7,5.1,5355.4,841.3,5335.6,6196.7
Illinois,2024-08-01,2024,8,5.1,5349.2,838.2,5336.8,6187.4
Illinois,2024-09-01,2024,9,5.0,5336.3,835.3,5349.1,6171.6
Illinois,2024-10-01,2024,10,4.9,5337.1,831.8,5362.6,6168.900000000001
Illinois,2024-11-01,2024,11,4.8,5347.0,826.8,5380.4,6173.8
Illinois,2024-12-01,2024,12,4.8,5332.9,816.3,5376.2,6149.2
Illinois,2025-01-01,2025,1,4.7,5196.8,785.2,5254.7,5982.0
Illinois,2025-02-01,2025,2,4.7,5205.6,789.0,5271.5,5994.6
Illinois,2025-03-01,2025,3,4.6,5231.3,803.8,5286.7,6035.1
Illinois,2025-04-01,2025,4,4.5,5282.8,815.1,5330.3,6097.900000000001
Illinois,2025-05-01,2025,5,4.4,5333.1,821.4,5379.7,6154.5
Illinois,2025-06-01,2025,6,4.3,5360.7,832.6,5381.5,6193.3
Illinois,2025-07-01,2025,7,4.3,5366.8,835.2,5352.1,6202.0
Illinois,2025-08-01,2025,8,4.3,5355.6,831.7,5348.6,6187.3
Illinois,2025-09-01,2025,9,4.5,5321.7,825.7,5353.2,6147.4
Illinois,2025-10-01,2025,10,,5340.4,824.2,5379.1,6164.599999999999
Illinois,2025-11-01,2025,11,4.7,5323.8,818.8,5370.8,6142.6
Illinois,2025-12-01,2025,12,4.7,5315.7,800.0,5379.8,6115.7
Illinois,2026-01-01,2026,1,4.9,5193.0,795.8,5236.0,5988.8
Illinois,2026-02-01,2026,2,5.0,5186.2,792.3,5255.7,5978.5
Indiana,2016-01-01,2016,1,4.6,2574.9,641.9,2363.5,3216.8
Indiana,2016-02-01,2016,2,4.7,2585.6,642.9,2382.1,3228.5
Indiana,2016-03-01,2016,3,4.6,2603.9,648.2,2397.6,3252.1000000000004
Indiana,2016-04-01,2016,4,4.6,2634.3,656.9,2415.1,3291.2000000000003
Indiana,2016-05-01,2016,5,4.5,2652.7,661.8,2424.7,3314.5
Indiana,2016-06-01,2016,6,4.5,2665.4,670.0,2403.9,3335.4
Indiana,2016-07-01,2016,7,4.4,2668.9,671.3,2372.4,3340.2
Indiana,2016-08-01,2016,8,4.3,2673.6,671.1,2414.7,3344.7
Indiana,2016-09-01,2016,9,4.2,2666.3,668.9,2439.9,3335.2000000000003
Indiana,2016-10-01,2016,10,4.2,2667.0,668.9,2436.7,3335.9
Indiana,2016-11-01,2016,11,4.1,2677.8,669.0,2449.8,3346.8
Indiana,2016-12-01,2016,12,4.0,2672.4,666.4,2445.6,3338.8
Indiana,2017-01-01,2017,1,3.9,2608.8,655.7,2384.6,3264.5
Indiana,2017-02-01,2017,2,3.7,2619.4,657.7,2397.7,3277.1000000000004
Indiana,2017-03-01,2017,3,3.6,2637.7,663.6,2413.5,3301.2999999999997
Indiana,2017-04-01,2017,4,3.5,2664.4,670.5,2432.5,3334.9
Indiana,2017-05-01,2017,5,3.4,2686.9,677.2,2448.8,3364.1000000000004
Indiana,2017-06-01,2017,6,3.5,2707.8,686.3,2436.0,3394.1000000000004
Indiana,2017-07-01,2017,7,3.5,2694.5,685.5,2385.4,3380.0
Indiana,2017-08-01,2017,8,3.5,2699.6,684.1,2430.6,3383.7
Indiana,2017-09-01,2017,9,3.5,2691.3,683.6,2451.3,3374.9
Indiana,2017-10-01,2017,10,3.5,2696.3,683.0,2455.2,3379.3
Indiana,2017-11-01,2017,11,3.4,2707.2,683.8,2467.4,3391.0
Indiana,2017-12-01,2017,12,3.3,2707.9,683.2,2470.3,3391.1000000000004
Indiana,2018-01-01,2018,1,3.3,2640.4,670.0,2403.2,3310.4
Indiana,2018-02-01,2018,2,3.3,2652.3,672.8,2417.4,3325.1000000000004
Indiana,2018-03-01,2018,3,3.3,2672.5,678.8,2433.4,3351.3
Indiana,2018-04-01,2018,4,3.4,2690.7,683.7,2446.3,3374.3999999999996
Indiana,2018-05-01,2018,5,3.4,2715.9,689.8,2466.1,3405.7
Indiana,2018-06-01,2018,6,3.4,2736.4,700.4,2452.5,3436.8
Indiana,2018-07-01,2018,7,3.4,2727.7,698.6,2407.7,3426.2999999999997
Indiana,2018-08-01,2018,8,3.5,2733.2,699.0,2454.2,3432.2
Indiana,2018-09-01,2018,9,3.5,2722.7,696.4,2466.2,3419.1
Indiana,2018-10-01,2018,10,3.5,2728.4,697.4,2473.3,3425.8
Indiana,2018-11-01,2018,11,3.6,2736.6,695.2,2484.4,3431.8
Indiana,2018-12-01,2018,12,3.6,2734.1,693.4,2483.7,3427.5
Indiana,2019-01-01,2019,1,3.5,2688.7,684.2,2436.4,3372.8999999999996
Indiana,2019-02-01,2019,2,3.5,2697.2,686.0,2446.5,3383.2
Indiana,2019-03-01,2019,3,3.4,2706.2,689.1,2454.7,3395.2999999999997
Indiana,2019-04-01,2019,4,3.3,2723.3,690.8,2464.3,3414.1000000000004
Indiana,2019-05-01,2019,5,3.2,2745.8,696.3,2472.2,3442.1000000000004
Indiana,2019-06-01,2019,6,3.2,2760.0,703.6,2461.5,3463.6
Indiana,2019-07-01,2019,7,3.2,2743.1,694.1,2422.8,3437.2
Indiana,2019-08-01,2019,8,3.3,2749.9,699.5,2466.9,3449.4
Indiana,2019-09-01,2019,9,3.3,2736.1,695.9,2474.7,3432.0
Indiana,2019-10-01,2019,10,3.3,2746.5,694.1,2488.7,3440.6
Indiana,2019-11-01,2019,11,3.3,2758.6,692.1,2506.9,3450.7
Indiana,2019-12-01,2019,12,3.3,2756.3,691.2,2506.6,3447.5
