State,Date,Year,Month,Unemployment_Rate,Information,Professional_and_Tech_Services,Leisure_and_Hospitality,Total_Tech_Employment_Thousands
Arizona,2025-01-01,2025,1,4.2,2834.7,433.4,2840.9,3268.1
Arizona,2025-02-01,2025,2,4.2,2845.5,435.2,2856.9,3280.7
Arizona,2025-03-01,2025,3,4.2,2849.0,435.8,2857.8,3284.8
Arizona,2025-04-01,2025,4,4.2,2841.4,434.0,2854.3,3275.4
Arizona,2025-05-01,2025,5,4.3,2832.4,433.8,2831.6,3266.2000000000003
Arizona,2025-06-01,2025,6,4.3,2804.8,434.5,2768.9,3239.3
Arizona,2025-07-01,2025,7,4.3,2796.7,433.8,2757.7,3230.5
Arizona,2025-08-01,2025,8,4.4,2813.4,432.6,2800.1,3246.0
Arizona,2025-09-01,2025,9,4.4,2810.9,430.8,2821.1,3241.7000000000003
Arizona,2025-10-01,2025,10,,2837.6,432.9,2842.4,3270.5
Arizona,2025-11-01,2025,11,4.4,2859.5,432.6,2868.0,3292.1
Arizona,2025-12-01,2025,12,4.4,2865.6,432.4,2868.7,3298.0
Arizona,2026-01-01,2026,1,4.5,2827.0,429.1,2826.4,3256.1
Arizona,2026-02-01,2026,2,4.6,2848.5,432.8,2853.9,3281.3
Arkansas,2016-01-01,2016,1,4.2,988.6,209.7,986.3,1198.3
Arkansas,2016-02-01,2016,2,4.1,995.7,209.8,996.2,1205.5
Arkansas,2016-03-01,2016,3,4.0,1002.0,209.9,1004.4,1211.9
Arkansas,2016-04-01,2016,4,4.0,1009.8,210.3,1011.4,1220.1
Arkansas,2016-05-01,2016,5,4.0,1012.4,210.7,1013.6,1223.1
Arkansas,2016-06-01,2016,6,4.0,1011.5,212.7,1005.1,1224.2
Arkansas,2016-07-01,2016,7,4.0,1010.7,213.2,990.2,1223.9
Arkansas,2016-08-01,2016,8,3.9,1014.8,212.7,1000.7,1227.5
Arkansas,2016-09-01,2016,9,3.9,1022.4,213.4,1018.6,1235.8
Arkansas,2016-10-01,2016,10,3.9,1022.7,212.6,1019.3,1235.3
Arkansas,2016-11-01,2016,11,3.9,1024.1,211.7,1022.0,1235.8
Arkansas,2016-12-01,2016,12,3.8,1023.7,211.8,1021.4,1235.5
Arkansas,2017-01-01,2017,1,3.8,1004.9,210.4,999.7,1215.3
Arkansas,2017-02-01,2017,2,3.7,1013.2,211.6,1010.1,1224.8
Arkansas,2017-03-01,2017,3,3.7,1020.4,213.2,1016.8,1233.6
Arkansas,2017-04-01,2017,4,3.7,1025.6,213.0,1022.0,1238.6
Arkansas,2017-05-01,2017,5,3.7,1029.5,213.8,1025.7,1243.3
Arkansas,2017-06-01,2017,6,3.7,1028.5,215.8,1016.9,1244.3
Arkansas,2017-07-01,2017,7,3.7,1023.5,215.6,1000.6,1239.1
Arkansas,2017-08-01,2017,8,3.7,1028.9,215.8,1012.5,1244.7
Arkansas,2017-09-01,2017,9,3.8,1034.0,216.5,1029.1,1250.5
Arkansas,2017-10-01,2017,10,3.8,1034.8,215.9,1029.5,1250.7
Arkansas,2017-11-01,2017,11,3.8,1038.3,216.4,1032.9,1254.7
Arkansas,2017-12-01,2017,12,3.8,1038.2,216.4,1032.4,1254.6000000000001
Arkansas,2018-01-01,2018,1,3.8,1018.4,213.2,1012.0,1231.6
Arkansas,2018-02-01,2018,2,3.8,1025.6,214.9,1020.0,1240.5
Arkansas,2018-03-01,2018,3,3.7,1031.1,215.5,1025.8,1246.6
Arkansas,2018-04-01,2018,4,3.7,1036.6,215.3,1030.8,1251.8999999999999
Arkansas,2018-05-01,2018,5,3.6,1042.3,216.7,1035.2,1259.0
Arkansas,2018-06-01,2018,6,3.6,1037.7,218.2,1023.9,1255.9
Arkansas,2018-07-01,2018,7,3.5,1037.1,218.7,1011.0,1255.8
Arkansas,2018-08-01,2018,8,3.5,1042.8,218.8,1023.1,1261.6
Arkansas,2018-09-01,2018,9,3.6,1046.2,219.4,1037.6,1265.6000000000001
Arkansas,2018-10-01,2018,10,3.6,1048.7,219.6,1039.7,1268.3
Arkansas,2018-11-01,2018,11,3.7,1051.9,219.5,1043.8,1271.4
Arkansas,2018-12-01,2018,12,3.7,1051.9,220.3,1041.5,1272.2
Arkansas,2019-01-01,2019,1,3.7,1036.4,218.3,1024.1,1254.7
Arkansas,2019-02-01,2019,2,3.6,1041.5,219.2,1030.7,1260.7
Arkansas,2019-03-01,2019,3,3.5,1044.5,219.7,1034.1,1264.2
Arkansas,2019-04-01,2019,4,3.4,1050.0,220.2,1038.9,1270.2
Arkansas,2019-05-01,2019,5,3.4,1052.1,220.8,1040.3,1272.8999999999999
Arkansas,2019-06-01,2019,6,3.4,1047.9,221.9,1028.8,1269.8000000000002
Arkansas,2019-07-01,2019,7,3.4,1044.8,221.3,1013.9,1266.1
Arkansas,2019-08-01,2019,8,3.5,1049.4,221.7,1025.0,1271.1000000000001
Arkansas,2019-09-01,2019,9,3.5,1051.4,221.2,1037.7,1272.6000000000001
Arkansas,2019-10-01,2019,10,3.5,1057.3,222.1,1044.7,1279.3999999999999
Arkansas,2019-11-01,2019,11,3.5,1062.8,221.2,1051.4,1284.0
Arkansas,2019-12-01,2019,12,3.5,1062.6,221.0,1050.8,1283.6
Arkansas,2020-01-01,2020,1,3.5,1047.4,218.6,1034.3,1266.0
Arkansas,2020-02-01,2020,2,3.6,1050.5,218.4,1039.2,1268.9
Arkansas,2020-03-01,2020,3,4.8,1049.3,218.3,1039.2,1267.6
Arkansas,2020-04-01,2020,4,10.1,938.9,206.3,937.5,1145.2
Arkansas,2020-05-01,2020,5,8.9,973.1,209.7,965.2,1182.8
Arkansas,2020-06-01,2020,6,7.9,991.2,211.4,978.4,1202.6000000000001
Arkansas,2020-07-01,2020,7,7.3,993.6,210.1,969.9,1203.7
Arkansas,2020-08-01,2020,8,6.4,1005.7,212.5,988.8,1218.2
Arkansas,2020-09-01,2020,9,5.9,1011.4,213.7,1002.1,1225.1
Arkansas,2020-10-01,2020,10,5.4,1023.4,214.7,1013.7,1238.1
Arkansas,2020-11-01,2020,11,5.1,1030.3,215.1,1019.5,1245.3999999999999
Arkansas,2020-12-01,2020,12,5.0,1024.4,215.9,1012.5,1240.3000000000002
Arkansas,2021-01-01,2021,1,4.9,1016.2,213.8,1003.4,1230.0
Arkansas,2021-02-01,2021,2,4.8,1013.6,213.0,1002.7,1226.6
Arkansas,2021-03-01,2021,3,4.7,1028.0,216.6,1014.8,1244.6
Arkansas,2021-04-01,2021,4,4.6,1033.2,216.7,1019.6,1249.9
Arkansas,2021-05-01,2021,5,4.4,1036.6,216.4,1022.4,1253.0
Arkansas,2021-06-01,2021,6,4.2,1037.4,218.2,1015.8,1255.6000000000001
Arkansas,2021-07-01,2021,7,4.0,1034.7,218.8,1000.0,1253.5
Arkansas,2021-08-01,2021,8,3.7,1040.9,218.5,1012.7,1259.4
Arkansas,2021-09-01,2021,9,3.5,1040.5,218.9,1022.9,1259.4
Arkansas,2021-10-01,2021,10,3.3,1057.4,220.4,1039.9,1277.8000000000002
Arkansas,2021-11-01,2021,11,3.2,1061.9,220.4,1044.2,1282.3000000000002
Arkansas,2021-12-01,2021,12,3.2,1062.6,221.5,1043.1,1284.1
Arkansas,2022-01-01,2022,1,3.2,1047.7,218.5,1029.8,1266.2
Arkansas,2022-02-01,2022,2,3.2,1060.2,221.2,1040.8,1281.4
Arkansas,2022-03-01,2022,3,3.2,1063.7,222.0,1044.2,1285.7
Arkansas,2022-04-01,2022,4,3.2,1072.9,223.0,1052.6,1295.9
Arkansas,2022-05-01,2022,5,3.2,1078.9,224.6,1056.7,1303.5
Arkansas,2022-06-01,2022,6,3.2,1079.6,226.5,1050.0,1306.1
Arkansas,2022-07-01,2022,7,3.2,1082.0,228.0,1040.3,1310.0
Arkansas,2022-08-01,2022,8,3.2,1089.4,228.2,1053.7,1317.6000000000001
Arkansas,2022-09-01,2022,9,3.2,1095.0,229.5,1069.0,1324.5
Arkansas,2022-10-01,2022,10,3.2,1097.8,229.7,1073.8,1327.5
Arkansas,2022-11-01,2022,11,3.1,1101.8,228.9,1079.1,1330.7
Arkansas,2022-12-01,2022,12,3.0,1101.0,229.0,1077.7,1330.0
Arkansas,2023-01-01,2023,1,2.9,1089.2,227.9,1064.6,1317.1000000000001
Arkansas,2023-02-01,2023,2,2.9,1093.5,228.7,1070.0,1322.2
Arkansas,2023-03-01,2023,3,2.9,1099.8,229.3,1077.2,1329.1
Arkansas,2023-04-01,2023,4,2.9,1103.4,230.0,1080.2,1333.4
Arkansas,2023-05-01,2023,5,3.0,1108.4,231.0,1084.5,1339.4
Arkansas,2023-06-01,2023,6,3.0,1108.7,233.9,1076.3,1342.6000000000001
Arkansas,2023-07-01,2023,7,3.2,1100.9,232.4,1058.7,1333.3000000000002
Arkansas,2023-08-01,2023,8,3.3,1106.8,232.6,1069.3,1339.3999999999999
Arkansas,2023-09-01,2023,9,3.4,1112.5,233.2,1086.5,1345.7
Arkansas,2023-10-01,2023,10,3.4,1116.0,233.0,1091.0,1349.0
Arkansas,2023-11-01,2023,11,3.5,1118.3,232.9,1093.7,1351.2
Arkansas,2023-12-01,2023,12,3.5,1121.0,233.3,1096.0,1354.3
Arkansas,2024-01-01,2024,1,3.4,1101.1,230.4,1076.3,1331.5
Arkansas,2024-02-01,2024,2,3.4,1110.1,231.9,1085.9,1342.0
Arkansas,2024-03-01,2024,3,3.4,1118.0,234.0,1093.6,1352.0
Arkansas,2024-04-01,2024,4,3.4,1120.1,233.5,1095.3,1353.6
Arkansas,2024-05-01,2024,5,3.4,1123.5,234.0,1098.5,1357.5
Arkansas,2024-06-01,2024,6,3.4,1122.3,236.0,1090.2,1358.3
Arkansas,2024-07-01,2024,7,3.5,1118.6,235.5,1075.4,1354.1
Arkansas,2024-08-01,2024,8,3.5,1125.0,235.6,1087.5,1360.6
Arkansas,2024-09-01,2024,9,3.5,1128.9,235.9,1101.8,1364.8000000000002
Arkansas,2024-10-01,2024,10,3.6,1132.0,234.4,1108.3,1366.4
Arkansas,2024-11-01,2024,11,3.7,1135.5,233.6,1113.0,1369.1
Arkansas,2024-12-01,2024,12,3.7,1135.8,233.9,1111.6,1369.7
Arkansas,2025-01-01,2025,1,3.8,1117.6,230.5,1093.7,1348.1
Arkansas,2025-02-01,2025,2,3.8,1123.5,231.0,1101.0,1354.5
Arkansas,2025-03-01,2025,3,3.9,1129.2,231.7,1106.7,1360.9
Arkansas,2025-04-01,2025,4,3.9,1134.3,230.7,1113.2,1365.0
Arkansas,2025-05-01,2025,5,4.0,1136.2,230.9,1115.1,1367.1000000000001
Arkansas,2025-06-01,2025,6,4.0,1132.7,231.8,1104.2,1364.5
Arkansas,2025-07-01,2025,7,4.1,1128.8,230.8,1089.8,1359.6
Arkansas,2025-08-01,2025,8,4.2,1134.1,230.3,1101.6,1364.3999999999999
Arkansas,2025-09-01,2025,9,4.2,1135.7,230.2,1113.1,1365.9
Arkansas,2025-10-01,2025,10,,1140.8,230.6,1118.0,1371.3999999999999
Arkansas,2025-11-01,2025,11,4.3,1140.3,229.5,1119.1,1369.8
Arkansas,2025-12-01,2025,12,4.3,1143.8,230.0,1121.2,1373.8
Arkansas,2026-01-01,2026,1,4.4,1128.3,227.7,1105.2,1356.0
Arkansas,2026-02-01,2026,2,4.4,1130.6,228.2,1108.9,1358.8
California,2016-01-01,2016,1,5.7,13659.3,2032.4,14117.7,15691.699999999999
California,2016-02-01,2016,2,5.6,13748.3,2047.3,14214.0,15795.599999999999
California,2016-03-01,2016,3,5.6,13742.2,2042.3,14240.7,15784.5
California,2016-04-01,2016,4,5.5,13882.8,2063.3,14366.8,15946.099999999999
California,2016-05-01,2016,5,5.5,13920.5,2073.7,14407.0,15994.2
California,2016-06-01,2016,6,5.5,13922.9,2087.6,14380.1,16010.5
California,2016-07-01,2016,7,5.5,14011.6,2117.8,14275.5,16129.400000000001
California,2016-08-01,2016,8,5.5,14056.1,2125.2,14344.1,16181.3
California,2016-09-01,2016,9,5.5,14057.6,2118.4,14432.5,16176.0
California,2016-10-01,2016,10,5.5,14135.7,2107.3,14585.5,16243.0
California,2016-11-01,2016,11,5.4,14208.5,2094.8,14690.9,16303.3
California,2016-12-01,2016,12,5.4,14223.6,2084.7,14708.1,16308.3
California,2017-01-01,2017,1,5.3,13918.4,2039.2,14422.7,15957.6
California,2017-02-01,2017,2,5.1,14016.3,2056.6,14525.0,16072.9
California,2017-03-01,2017,3,5.0,14084.5,2074.9,14595.7,16159.4
California,2017-04-01,2017,4,5.0,14138.7,2085.8,14642.3,16224.5
California,2017-05-01,2017,5,4.9,14219.7,2106.7,14716.3,16326.400000000001
California,2017-06-01,2017,6,4.8,14278.9,2131.2,14741.7,16410.1
California,2017-07-01,2017,7,4.8,14309.0,2149.9,14571.2,16458.9
California,2017-08-01,2017,8,4.8,14368.7,2163.1,14639.8,16531.8
California,2017-09-01,2017,9,4.7,14365.4,2159.9,14728.7,16525.3
California,2017-10-01,2017,10,4.6,14451.3,2154.3,14887.0,16605.6
California,2017-11-01,2017,11,4.5,14541.2,2144.5,15006.0,16685.7
California,2017-12-01,2017,12,4.5,14575.6,2142.7,15033.1,16718.3
California,2018-01-01,2018,1,4.4,14293.4,2110.8,14756.6,16404.2
California,2018-02-01,2018,2,4.3,14400.9,2139.5,14856.1,16540.4
California,2018-03-01,2018,3,4.3,14432.3,2136.3,14910.7,16568.6
California,2018-04-01,2018,4,4.2,14464.5,2148.4,14937.6,16612.9
California,2018-05-01,2018,5,4.2,14515.2,2163.2,14982.7,16678.4
California,2018-06-01,2018,6,4.2,14574.9,2184.6,15016.5,16759.5
California,2018-07-01,2018,7,4.2,14610.1,2206.0,14833.4,16816.1
California,2018-08-01,2018,8,4.2,14681.4,2217.0,14930.2,16898.4
California,2018-09-01,2018,9,4.2,14648.8,2212.2,14985.3,16861.0
California,2018-10-01,2018,10,4.3,14758.1,2209.0,15160.9,16967.1
California,2018-11-01,2018,11,4.3,14838.8,2194.0,15278.9,17032.8
California,2018-12-01,2018,12,4.3,14860.8,2183.8,15304.5,17044.6
California,2019-01-01,2019,1,4.3,14548.0,2143.2,14999.4,16691.2
California,2019-02-01,2019,2,4.3,14635.3,2154.8,15095.2,16790.1
California,2019-03-01,2019,3,4.2,14671.8,2169.8,15138.5,16841.6
California,2019-04-01,2019,4,4.1,14701.6,2178.6,15163.1,16880.2
California,2019-05-01,2019,5,4.0,14754.4,2193.5,15211.0,16947.9
California,2019-06-01,2019,6,4.0,14810.0,2214.4,15232.6,17024.4
California,2019-07-01,2019,7,4.0,14847.4,2230.2,15083.5,17077.6
California,2019-08-01,2019,8,4.0,14918.8,2243.3,15166.5,17162.1
California,2019-09-01,2019,9,4.0,14880.7,2234.2,15201.0,17114.9
California,2019-10-01,2019,10,4.0,14991.6,2228.2,15381.7,17219.8
California,2019-11-01,2019,11,4.1,15119.0,2219.5,15539.8,17338.5
California,2019-12-01,2019,12,4.1,15111.7,2201.2,15535.9,17312.9
California,2020-01-01,2020,1,4.3,14861.4,2175.6,15306.1,17037.0
California,2020-02-01,2020,2,4.4,14968.0,2197.8,15405.7,17165.8
California,2020-03-01,2020,3,5.5,14787.7,2178.9,15260.2,16966.600000000002
California,2020-04-01,2020,4,16.1,12359.0,1919.4,13001.6,14278.4
California,2020-05-01,2020,5,15.8,12648.9,2033.9,13094.3,14682.8
California,2020-06-01,2020,6,13.8,13180.3,2094.3,13540.6,15274.599999999999
California,2020-07-01,2020,7,13.1,13258.8,2096.3,13475.8,15355.099999999999
California,2020-08-01,2020,8,11.8,13317.5,2110.8,13593.8,15428.3
California,2020-09-01,2020,9,9.9,13425.8,2107.0,13761.2,15532.8
California,2020-10-01,2020,10,9.3,13778.5,2122.5,14117.0,15901.0
California,2020-11-01,2020,11,9.0,13920.5,2112.6,14270.1,16033.1
California,2020-12-01,2020,12,9.0,13810.8,2105.9,14154.9,15916.699999999999
California,2021-01-01,2021,1,8.7,13407.8,2068.2,13767.2,15476.0
California,2021-02-01,2021,2,8.6,13709.3,2095.5,14048.5,15804.8
California,2021-03-01,2021,3,8.5,13833.4,2109.3,14178.6,15942.7
California,2021-04-01,2021,4,8.4,14021.2,2126.2,14369.8,16147.400000000001
California,2021-05-01,2021,5,8.0,14147.8,2135.0,14507.7,16282.8
California,2021-06-01,2021,6,7.9,14205.3,2144.5,14553.8,16349.8
California,2021-07-01,2021,7,7.4,14402.2,2171.7,14595.9,16573.9
California,2021-08-01,2021,8,7.0,14494.7,2176.0,14729.9,16670.7
California,2021-09-01,2021,9,6.5,14440.4,2163.0,14762.1,16603.4
California,2021-10-01,2021,10,6.1,14801.5,2186.3,15137.7,16987.8
California,2021-11-01,2021,11,5.7,14932.5,2183.6,15288.1,17116.1
California,2021-12-01,2021,12,5.4,14974.0,2173.2,15332.6,17147.2
California,2022-01-01,2022,1,5.2,14672.6,2148.0,15034.5,16820.6
California,2022-02-01,2022,2,4.8,14902.6,2187.8,15235.5,17090.4
California,2022-03-01,2022,3,4.5,14952.8,2201.9,15297.4,17154.7
California,2022-04-01,2022,4,4.3,15060.6,2214.6,15403.1,17275.2
California,2022-05-01,2022,5,4.1,15111.4,2225.2,15456.0,17336.6
California,2022-06-01,2022,6,4.0,15136.1,2242.9,15462.1,17379.0
California,2022-07-01,2022,7,3.9,15211.9,2263.2,15365.6,17475.1
California,2022-08-01,2022,8,3.8,15267.6,2268.8,15444.0,17536.4
California,2022-09-01,2022,9,4.0,15238.9,2263.0,15491.6,17501.9
California,2022-10-01,2022,10,4.1,15335.7,2253.9,15637.7,17589.600000000002
California,2022-11-01,2022,11,4.3,15382.9,2229.5,15754.8,17612.4
California,2022-12-01,2022,12,4.4,15365.9,2219.3,15741.0,17585.2
California,2023-01-01,2023,1,4.4,15012.5,2160.7,15424.9,17173.2
California,2023-02-01,2023,2,4.5,15115.0,2203.2,15498.5,17318.2
California,2023-03-01,2023,3,4.5,15102.1,2192.2,15520.2,17294.3
California,2023-04-01,2023,4,4.5,15145.5,2207.1,15558.9,17352.6
California,2023-05-01,2023,5,4.6,15221.6,2219.6,15647.6,17441.2
California,2023-06-01,2023,6,4.6,15219.8,2236.7,15628.3,17456.5
California,2023-07-01,2023,7,4.7,15220.5,2242.1,15453.9,17462.6
California,2023-08-01,2023,8,4.8,15263.5,2249.5,15528.3,17513.0
California,2023-09-01,2023,9,4.9,15253.3,2246.5,15596.7,17499.8
California,2023-10-01,2023,10,5.0,15322.1,2237.5,15719.2,17559.6
California,2023-11-01,2023,11,5.0,15364.7,2211.4,15831.1,17576.100000000002
California,2023-12-01,2023,12,5.1,15377.3,2201.3,15853.9,17578.6
California,2024-01-01,2024,1,5.1,15199.2,2176.9,15682.6,17376.100000000002
California,2024-02-01,2024,2,5.1,15191.5,2166.9,15700.6,17358.4
California,2024-03-01,2024,3,5.2,15198.4,2169.6,15735.6,17368.0
California,2024-04-01,2024,4,5.2,15226.7,2179.2,15764.7,17405.9
California,2024-05-01,2024,5,5.2,15255.1,2184.1,15804.1,17439.2
California,2024-06-01,2024,6,5.3,15223.2,2197.8,15745.1,17421.0
California,2024-07-01,2024,7,5.4,15296.6,2210.9,15626.7,17507.5
California,2024-08-01,2024,8,5.4,15330.8,2208.6,15699.0,17539.399999999998
California,2024-09-01,2024,9,5.4,15266.4,2196.1,15742.5,17462.5
California,2024-10-01,2024,10,5.4,15441.3,2188.3,15976.7,17629.6
California,2024-11-01,2024,11,5.4,15486.6,2168.7,16065.3,17655.3
California,2024-12-01,2024,12,5.4,15413.3,2146.7,16003.3,17560.0
California,2025-01-01,2025,1,5.4,15122.8,2111.8,15746.2,17234.6
California,2025-02-01,2025,2,5.4,15189.9,2114.6,15798.2,17304.5
California,2025-03-01,2025,3,5.4,15191.5,2111.6,15833.5,17303.1
California,2025-04-01,2025,4,5.4,15309.2,2132.6,15938.6,17441.8
California,2025-05-01,2025,5,5.5,15356.1,2139.9,15981.9,17496.0
California,2025-06-01,2025,6,5.5,15302.2,2146.6,15905.1,17448.8
California,2025-07-01,2025,7,5.5,15342.2,2154.5,15752.7,17496.7
California,2025-08-01,2025,8,5.5,15411.6,2158.2,15824.1,17569.8
California,2025-09-01,2025,9,5.5,15338.5,2141.8,15824.7,17480.3
California,2025-10-01,2025,10,,15479.5,2138.9,16013.7,17618.4
California,2025-11-01,2025,11,5.5,15533.9,2121.3,16105.6,17655.2
California,2025-12-01,2025,12,5.5,15527.1,2108.6,16104.3,17635.7
California,2026-01-01,2026,1,5.4,15331.5,2087.9,15904.7,17419.4
California,2026-02-01,2026,2,5.4,15352.4,2089.7,15939.9,17442.1
Colorado,2016-01-01,2016,1,3.3,2126.2,312.2,2231.0,2438.3999999999996
Colorado,2016-02-01,2016,2,3.3,2130.4,312.2,2246.2,2442.6
Colorado,2016-03-01,2016,3,3.3,2138.6,314.3,2255.7,2452.9
Colorado,2016-04-01,2016,4,3.3,2152.5,317.4,2269.6,2469.9
Colorado,2016-05-01,2016,5,3.3,2150.7,319.6,2262.6,2470.2999999999997
Colorado,2016-06-01,2016,6,3.2,2189.9,324.9,2289.5,2514.8
Colorado,2016-07-01,2016,7,3.2,2210.0,327.8,2287.6,2537.8
Colorado,2016-08-01,2016,8,3.1,2211.1,327.4,2294.5,2538.5
Colorado,2016-09-01,2016,9,3.0,2191.0,326.2,2301.2,2517.2
Colorado,2016-10-01,2016,10,2.9,2187.9,327.2,2297.4,2515.1
Colorado,2016-11-01,2016,11,2.8,2189.3,325.9,2305.2,2515.2000000000003
Colorado,2016-12-01,2016,12,2.7,2206.3,324.1,2321.2,2530.4
Colorado,2017-01-01,2017,1,2.6,2168.4,317.6,2273.2,2486.0
Colorado,2017-02-01,2017,2,2.5,2175.6,319.9,2292.5,2495.5
Colorado,2017-03-01,2017,3,2.4,2189.3,324.1,2306.8,2513.4
Colorado,2017-04-01,2017,4,2.4,2200.0,328.1,2313.6,2528.1
Colorado,2017-05-01,2017,5,2.4,2201.3,331.3,2315.8,2532.6000000000004
Colorado,2017-06-01,2017,6,2.5,2247.2,338.9,2339.4,2586.1
Colorado,2017-07-01,2017,7,2.6,2255.9,340.6,2331.1,2596.5
Colorado,2017-08-01,2017,8,2.7,2256.1,341.2,2338.0,2597.2999999999997
Colorado,2017-09-01,2017,9,2.8,2237.0,339.7,2341.1,2576.7
Colorado,2017-10-01,2017,10,2.8,2238.7,341.9,2344.5,2580.6
Colorado,2017-11-01,2017,11,2.8,2248.2,341.6,2351.1,2589.7999999999997
Colorado,2017-12-01,2017,12,2.9,2265.6,340.6,2371.1,2606.2
Colorado,2018-01-01,2018,1,2.9,2230.0,335.0,2326.2,2565.0
Colorado,2018-02-01,2018,2,2.9,2235.4,337.2,2342.5,2572.6
Colorado,2018-03-01,2018,3,2.9,2247.8,340.9,2355.5,2588.7000000000003
Colorado,2018-04-01,2018,4,3.0,2261.1,345.1,2365.8,2606.2
Colorado,2018-05-01,2018,5,3.0,2261.3,347.9,2368.9,2609.2000000000003
Colorado,2018-06-01,2018,6,3.1,2305.4,355.1,2394.7,2660.5
Colorado,2018-07-01,2018,7,3.1,2317.7,356.1,2387.7,2673.7999999999997
Colorado,2018-08-01,2018,8,3.1,2316.1,356.4,2396.4,2672.5
Colorado,2018-09-01,2018,9,3.1,2288.4,354.4,2381.9,2642.8
Colorado,2018-10-01,2018,10,3.1,2294.1,354.9,2393.7,2649.0
Colorado,2018-11-01,2018,11,3.1,2304.4,354.3,2406.0,2658.7000000000003
Colorado,2018-12-01,2018,12,3.0,2318.9,353.2,2417.9,2672.1
Colorado,2019-01-01,2019,1,3.0,2283.6,347.1,2376.4,2630.7
Colorado,2019-02-01,2019,2,2.9,2291.1,349.7,2393.9,2640.7999999999997
Colorado,2019-03-01,2019,3,2.8,2293.5,351.0,2398.5,2644.5
Colorado,2019-04-01,2019,4,2.6,2310.1,355.1,2413.2,2665.2
Colorado,2019-05-01,2019,5,2.6,2315.4,358.5,2424.9,2673.9
Colorado,2019-06-01,2019,6,2.5,2359.3,364.7,2445.1,2724.0
Colorado,2019-07-01,2019,7,2.5,2375.5,366.5,2445.3,2742.0
Colorado,2019-08-01,2019,8,2.5,2375.4,365.8,2456.0,2741.2000000000003
Colorado,2019-09-01,2019,9,2.5,2343.4,362.6,2441.0,2706.0
Colorado,2019-10-01,2019,10,2.6,2348.0,362.0,2451.0,2710.0
Colorado,2019-11-01,2019,11,2.7,2355.7,360.3,2461.7,2716.0
Colorado,2019-12-01,2019,12,2.8,2368.6,357.7,2472.8,2726.2999999999997
Colorado,2020-01-01,2020,1,3.0,2335.1,351.0,2435.6,2686.1
Colorado,2020-02-01,2020,2,3.2,2334.8,350.3,2447.2,2685.1000000000004
Colorado,2020-03-01,2020,3,3.4,2322.3,351.5,2437.0,2673.8
Colorado,2020-04-01,2020,4,11.2,1986.3,332.0,2106.6,2318.3
Colorado,2020-05-01,2020,5,11.7,2070.9,339.7,2175.7,2410.6
Colorado,2020-06-01,2020,6,11.2,2162.0,343.9,2243.2,2505.9
Colorado,2020-07-01,2020,7,6.5,2200.4,343.5,2268.1,2543.9
Colorado,2020-08-01,2020,8,6.2,2216.2,342.9,2295.5,2559.1
Colorado,2020-09-01,2020,9,6.3,2211.4,340.8,2305.2,2552.2000000000003
Colorado,2020-10-01,2020,10,6.2,2238.8,343.6,2335.1,2582.4
Colorado,2020-11-01,2020,11,6.2,2240.8,341.7,2337.0,2582.5
Colorado,2020-12-01,2020,12,6.4,2231.8,340.6,2324.9,2572.4
Colorado,2021-01-01,2021,1,6.3,2217.3,334.6,2302.9,2551.9
Colorado,2021-02-01,2021,2,6.3,2238.9,336.3,2335.5,2575.2000000000003
Colorado,2021-03-01,2021,3,6.2,2252.1,338.8,2351.4,2590.9
Colorado,2021-04-01,2021,4,6.2,2272.0,342.7,2371.1,2614.7
Colorado,2021-05-01,2021,5,6.0,2284.7,345.6,2384.1,2630.2999999999997
Colorado,2021-06-01,2021,6,5.9,2330.4,349.7,2418.4,2680.1
Colorado,2021-07-01,2021,7,5.7,2356.0,352.3,2427.5,2708.3
Colorado,2021-08-01,2021,8,5.4,2355.5,351.0,2431.4,2706.5
Colorado,2021-09-01,2021,9,4.9,2331.2,349.6,2425.6,2680.7999999999997
Colorado,2021-10-01,2021,10,4.6,2357.3,353.1,2454.5,2710.4
Colorado,2021-11-01,2021,11,4.4,2367.0,352.3,2466.9,2719.3
Colorado,2021-12-01,2021,12,4.2,2386.3,351.6,2484.3,2737.9
Colorado,2022-01-01,2022,1,4.0,2352.3,344.7,2444.1,2697.0
Colorado,2022-02-01,2022,2,3.6,2370.8,347.6,2469.4,2718.4
Colorado,2022-03-01,2022,3,3.3,2377.8,348.8,2478.9,2726.6000000000004
Colorado,2022-04-01,2022,4,3.1,2412.2,355.6,2509.0,2767.7999999999997
Colorado,2022-05-01,2022,5,3.0,2412.9,358.0,2510.4,2770.9
Colorado,2022-06-01,2022,6,2.9,2439.4,363.1,2522.3,2802.5
Colorado,2022-07-01,2022,7,2.7,2454.1,363.6,2521.7,2817.7
Colorado,2022-08-01,2022,8,2.6,2452.5,362.8,2530.3,2815.3
Colorado,2022-09-01,2022,9,2.8,2423.4,360.4,2520.5,2783.8
Colorado,2022-10-01,2022,10,2.9,2438.0,361.2,2537.3,2799.2
Colorado,2022-11-01,2022,11,2.9,2444.1,359.8,2547.2,2803.9
Colorado,2022-12-01,2022,12,3.0,2457.4,356.6,2562.7,2814.0
Colorado,2023-01-01,2023,1,3.0,2422.1,348.9,2525.7,2771.0
Colorado,2023-02-01,2023,2,3.0,2429.2,349.7,2541.6,2778.8999999999996
Colorado,2023-03-01,2023,3,3.1,2435.9,352.0,2550.5,2787.9
Colorado,2023-04-01,2023,4,3.1,2451.0,356.7,2567.3,2807.7
