State,Date,Year,Month,Unemployment_Rate,Goods_Producing,Service_Providing,Mining_and_Logging,Construction,Manufacturing,Trade_Transport_and_Utilities,Information,Financial_Activities,Professional_and_Tech_Services,Education_and_Health_Services,Leisure_and_Hospitality,Government,Total_Tech_Employment_Thousands
Arkansas,2021-08-01,2021,8,3.7,218.5,1012.7,5.2,56.0,157.3,254.5,12.0,55.3,144.5,185.3,121.0,190.3,156.5
Arkansas,2021-09-01,2021,9,3.5,218.9,1022.9,5.2,56.0,157.7,256.2,11.9,54.8,144.8,185.3,119.4,201.3,156.70000000000002
Arkansas,2021-10-01,2021,10,3.3,220.4,1039.9,5.2,56.4,158.8,261.6,12.2,56.2,149.8,188.2,119.7,202.9,162.0
Arkansas,2021-11-01,2021,11,3.2,220.4,1044.2,5.2,55.9,159.3,265.5,12.4,56.6,150.6,188.5,118.9,202.7,163.0
Arkansas,2021-12-01,2021,12,3.2,221.5,1043.1,5.2,56.2,160.1,267.6,12.4,56.6,150.7,185.6,119.4,202.0,163.1
Arkansas,2022-01-01,2022,1,3.2,218.5,1029.8,5.2,54.7,158.6,262.3,12.5,56.5,147.7,187.4,114.9,200.6,160.2
Arkansas,2022-02-01,2022,2,3.2,221.2,1040.8,5.2,55.2,160.8,264.7,12.6,57.4,150.8,188.7,116.9,201.8,163.4
Arkansas,2022-03-01,2022,3,3.2,222.0,1044.2,5.2,55.8,161.0,264.5,12.6,57.2,151.0,189.2,119.4,202.5,163.6
Arkansas,2022-04-01,2022,4,3.2,223.0,1052.6,5.2,56.7,161.1,265.4,12.7,57.7,152.4,190.4,122.9,202.7,165.1
Arkansas,2022-05-01,2022,5,3.2,224.6,1056.7,5.1,57.5,162.0,266.3,12.8,57.9,153.2,191.2,124.3,202.4,166.0
Arkansas,2022-06-01,2022,6,3.2,226.5,1050.0,5.2,58.4,162.9,265.7,13.0,58.2,154.1,187.4,125.6,196.9,167.1
Arkansas,2022-07-01,2022,7,3.2,228.0,1040.3,5.2,59.1,163.7,266.5,13.0,58.9,152.9,188.2,125.5,186.3,165.9
Arkansas,2022-08-01,2022,8,3.2,228.2,1053.7,5.2,59.4,163.6,267.1,13.0,59.1,154.6,192.4,125.9,192.5,167.6
Arkansas,2022-09-01,2022,9,3.2,229.5,1069.0,5.3,60.3,163.9,268.3,13.0,58.9,155.7,195.1,125.3,203.5,168.7
Arkansas,2022-10-01,2022,10,3.2,229.7,1073.8,5.2,60.7,163.8,267.3,13.2,59.4,158.2,196.3,124.5,205.7,171.39999999999998
Arkansas,2022-11-01,2022,11,3.1,228.9,1079.1,5.2,60.3,163.4,271.0,13.2,59.4,159.4,196.6,123.9,206.2,172.6
Arkansas,2022-12-01,2022,12,3.0,229.0,1077.7,5.2,60.0,163.8,272.1,13.1,59.1,158.3,196.4,123.6,205.7,171.4
Arkansas,2023-01-01,2023,1,2.9,227.9,1064.6,5.2,59.5,163.2,266.2,13.1,59.2,155.5,196.1,121.5,203.3,168.6
Arkansas,2023-02-01,2023,2,2.9,228.7,1070.0,5.2,60.1,163.4,265.3,13.1,59.3,157.0,197.1,123.0,205.2,170.1
Arkansas,2023-03-01,2023,3,2.9,229.3,1077.2,5.3,61.1,162.9,266.2,13.1,59.2,157.3,198.2,126.3,206.7,170.4
Arkansas,2023-04-01,2023,4,2.9,230.0,1080.2,5.2,62.6,162.2,265.4,13.0,59.3,158.8,198.5,128.0,206.8,171.8
Arkansas,2023-05-01,2023,5,3.0,231.0,1084.5,5.2,63.2,162.6,266.1,12.9,59.5,158.5,199.0,130.5,207.1,171.4
Arkansas,2023-06-01,2023,6,3.0,233.9,1076.3,5.3,64.7,163.9,267.2,13.0,59.6,155.9,196.8,130.9,201.5,168.9
Arkansas,2023-07-01,2023,7,3.2,232.4,1058.7,5.3,64.2,162.9,266.6,12.9,59.9,153.4,195.7,128.9,190.2,166.3
Arkansas,2023-08-01,2023,8,3.3,232.6,1069.3,5.3,64.4,162.9,266.9,12.7,59.5,154.8,199.3,129.9,195.1,167.5
Arkansas,2023-09-01,2023,9,3.4,233.2,1086.5,5.3,64.9,163.0,267.2,12.6,59.2,158.3,202.4,128.6,207.2,170.9
Arkansas,2023-10-01,2023,10,3.4,233.0,1091.0,5.3,65.3,162.4,268.9,12.7,59.6,159.8,202.9,128.0,208.0,172.5
Arkansas,2023-11-01,2023,11,3.5,232.9,1093.7,5.3,65.1,162.5,272.6,12.7,59.4,159.1,203.0,127.5,208.3,171.79999999999998
Arkansas,2023-12-01,2023,12,3.5,233.3,1096.0,5.3,65.4,162.6,274.0,12.6,59.4,159.5,203.7,127.3,208.3,172.1
Arkansas,2024-01-01,2024,1,3.4,230.4,1076.3,5.3,63.8,161.3,266.5,12.7,59.0,156.9,202.5,122.6,205.6,169.6
Arkansas,2024-02-01,2024,2,3.4,231.9,1085.9,5.3,64.9,161.7,266.0,12.8,59.0,159.2,205.0,125.2,207.7,172.0
Arkansas,2024-03-01,2024,3,3.4,234.0,1093.6,5.3,66.2,162.5,266.9,12.7,59.1,160.2,205.7,128.1,209.6,172.89999999999998
Arkansas,2024-04-01,2024,4,3.4,233.5,1095.3,5.2,66.6,161.7,266.1,12.4,59.0,161.3,205.6,130.6,208.7,173.70000000000002
Arkansas,2024-05-01,2024,5,3.4,234.0,1098.5,5.2,67.2,161.6,267.4,12.3,59.1,161.3,205.4,132.1,209.0,173.60000000000002
Arkansas,2024-06-01,2024,6,3.4,236.0,1090.2,5.2,68.3,162.5,268.0,12.3,59.3,159.9,202.0,132.4,203.9,172.20000000000002
Arkansas,2024-07-01,2024,7,3.5,235.5,1075.4,5.2,67.9,162.4,268.4,12.4,59.9,156.8,201.6,131.6,192.3,169.20000000000002
Arkansas,2024-08-01,2024,8,3.5,235.6,1087.5,5.2,68.2,162.2,268.9,12.4,59.9,158.5,206.0,131.6,198.1,170.9
Arkansas,2024-09-01,2024,9,3.5,235.9,1101.8,5.1,68.1,162.7,269.1,12.3,59.5,161.5,208.2,130.4,208.8,173.8
Arkansas,2024-10-01,2024,10,3.6,234.4,1108.3,5.0,68.1,161.3,270.8,12.3,59.8,162.9,209.1,130.5,210.7,175.20000000000002
Arkansas,2024-11-01,2024,11,3.7,233.6,1113.0,5.0,67.3,161.3,274.7,12.4,60.0,163.4,209.7,129.7,211.1,175.8
Arkansas,2024-12-01,2024,12,3.7,233.9,1111.6,5.0,67.2,161.7,275.1,12.4,59.9,163.1,209.6,129.8,209.7,175.5
Arkansas,2025-01-01,2025,1,3.8,230.5,1093.7,4.9,65.0,160.6,269.0,12.5,59.5,161.3,207.9,125.1,206.6,173.8
Arkansas,2025-02-01,2025,2,3.8,231.0,1101.0,4.9,65.2,160.9,268.7,12.4,59.7,163.1,209.5,126.9,208.5,175.5
Arkansas,2025-03-01,2025,3,3.9,231.7,1106.7,4.9,66.2,160.6,269.1,12.3,59.5,164.6,210.2,129.2,209.2,176.9
Arkansas,2025-04-01,2025,4,3.9,230.7,1113.2,4.8,66.6,159.3,269.1,12.0,59.9,166.3,210.7,132.9,209.6,178.3
Arkansas,2025-05-01,2025,5,4.0,230.9,1115.1,4.8,66.6,159.5,269.7,11.9,60.1,165.7,210.5,134.7,209.8,177.6
Arkansas,2025-06-01,2025,6,4.0,231.8,1104.2,4.8,67.3,159.7,269.4,12.0,60.0,164.7,206.6,135.2,203.3,176.7
Arkansas,2025-07-01,2025,7,4.1,230.8,1089.8,4.8,66.9,159.1,270.4,12.1,60.4,161.3,206.8,133.9,191.8,173.4
Arkansas,2025-08-01,2025,8,4.2,230.3,1101.6,4.8,66.8,158.7,271.4,12.0,60.3,163.3,209.7,133.8,197.8,175.3
Arkansas,2025-09-01,2025,9,4.2,230.2,1113.1,4.8,66.8,158.6,271.4,11.9,59.7,164.9,212.0,132.8,207.6,176.8
Arkansas,2025-10-01,2025,10,,230.6,1118.0,4.8,67.0,158.8,273.5,12.0,60.1,166.3,212.3,133.1,207.8,178.3
Arkansas,2025-11-01,2025,11,4.3,229.5,1119.1,4.8,66.3,158.4,276.2,12.0,59.7,165.5,212.7,132.1,208.3,177.5
Arkansas,2025-12-01,2025,12,4.3,230.0,1121.2,4.8,66.4,158.8,279.7,12.0,59.4,165.9,212.9,131.1,207.4,177.9
Arkansas,2026-01-01,2026,1,4.4,227.7,1105.2,4.8,64.7,158.2,274.0,11.9,59.3,163.7,211.5,127.6,204.6,175.6
Arkansas,2026-02-01,2026,2,4.4,228.2,1108.9,4.8,65.0,158.4,272.1,11.7,58.8,165.0,212.8,129.8,206.5,176.7
California,2016-01-01,2016,1,5.7,2032.4,14117.7,23.7,738.0,1270.8,2920.0,515.3,809.8,2523.8,2493.9,1823.9,2490.8,3039.1000000000004
California,2016-02-01,2016,2,5.6,2047.3,14214.0,23.0,748.7,1275.6,2904.1,523.6,812.3,2540.7,2526.1,1846.8,2513.0,3064.2999999999997
California,2016-03-01,2016,3,5.6,2042.3,14240.7,22.3,744.8,1275.1,2901.3,522.7,812.0,2525.6,2531.6,1859.6,2540.8,3048.3
California,2016-04-01,2016,4,5.5,2063.3,14366.8,22.2,764.4,1276.8,2918.2,532.3,819.6,2548.1,2553.1,1894.7,2547.3,3080.3999999999996
California,2016-05-01,2016,5,5.5,2073.7,14407.0,22.6,770.2,1281.0,2925.6,537.3,821.2,2541.0,2556.4,1910.5,2560.2,3078.3
California,2016-06-01,2016,6,5.5,2087.6,14380.1,22.8,777.7,1287.1,2919.7,533.2,821.3,2547.5,2534.7,1924.2,2544.8,3080.7
California,2016-07-01,2016,7,5.5,2117.8,14275.5,22.8,794.9,1300.1,2947.7,532.8,829.7,2569.9,2514.6,1940.9,2381.7,3102.7
California,2016-08-01,2016,8,5.5,2125.2,14344.1,22.3,799.7,1303.1,2961.8,536.3,829.6,2579.8,2523.6,1942.4,2413.2,3116.1000000000004
California,2016-09-01,2016,9,5.5,2118.4,14432.5,22.2,797.9,1298.3,2955.3,533.2,825.6,2584.4,2556.3,1925.6,2493.3,3117.6000000000004
California,2016-10-01,2016,10,5.5,2107.3,14585.5,22.2,799.9,1285.2,2985.6,529.8,828.1,2594.1,2604.1,1924.4,2557.1,3123.8999999999996
California,2016-11-01,2016,11,5.4,2094.8,14690.9,22.0,792.8,1280.1,3060.5,538.9,829.4,2597.8,2614.5,1915.0,2577.2,3136.7000000000003
California,2016-12-01,2016,12,5.4,2084.7,14708.1,21.7,782.9,1280.2,3083.8,537.9,831.2,2593.5,2620.3,1917.1,2569.2,3131.4
California,2017-01-01,2017,1,5.3,2039.2,14422.7,21.1,747.1,1271.1,2984.7,521.3,822.6,2538.8,2591.4,1874.1,2543.5,3060.1000000000004
California,2017-02-01,2017,2,5.1,2056.6,14525.0,20.7,761.7,1274.2,2950.4,543.2,824.4,2563.3,2627.3,1898.0,2565.3,3106.5
California,2017-03-01,2017,3,5.0,2074.9,14595.7,20.7,781.1,1273.1,2951.9,526.5,824.5,2580.0,2644.7,1924.0,2586.1,3106.5
California,2017-04-01,2017,4,5.0,2085.8,14642.3,21.4,793.6,1270.8,2962.2,525.2,827.8,2579.0,2647.9,1946.1,2589.4,3104.2
California,2017-05-01,2017,5,4.9,2106.7,14716.3,22.1,806.7,1277.9,2972.2,525.6,831.3,2592.5,2654.9,1968.1,2603.3,3118.1
California,2017-06-01,2017,6,4.8,2131.2,14741.7,22.7,821.3,1287.3,2977.5,529.8,832.7,2611.4,2635.9,1989.5,2594.0,3141.2
California,2017-07-01,2017,7,4.8,2149.9,14571.2,22.9,831.3,1295.7,2989.3,532.9,837.1,2631.7,2608.5,1991.5,2412.1,3164.6
California,2017-08-01,2017,8,4.8,2163.1,14639.8,22.9,837.5,1302.7,3004.4,535.9,835.7,2644.5,2626.6,1990.5,2434.2,3180.4
California,2017-09-01,2017,9,4.7,2159.9,14728.7,22.9,838.6,1298.4,3000.9,539.2,831.7,2641.3,2658.4,1965.5,2523.2,3180.5
California,2017-10-01,2017,10,4.6,2154.3,14887.0,22.9,840.4,1291.0,3028.4,542.4,837.4,2660.8,2692.9,1965.9,2590.0,3203.2000000000003
California,2017-11-01,2017,11,4.5,2144.5,15006.0,22.7,836.7,1285.1,3112.1,544.5,836.9,2675.9,2703.4,1957.1,2609.3,3220.4
California,2017-12-01,2017,12,4.5,2142.7,15033.1,22.5,833.4,1286.8,3134.3,552.5,840.4,2676.2,2705.9,1957.9,2600.2,3228.7
California,2018-01-01,2018,1,4.4,2110.8,14756.6,21.9,815.6,1273.3,3024.8,541.5,832.1,2629.1,2679.3,1917.5,2574.0,3170.6
California,2018-02-01,2018,2,4.3,2139.5,14856.1,21.9,837.5,1280.1,2998.4,552.0,835.3,2655.0,2710.4,1945.0,2594.7,3207.0
California,2018-03-01,2018,3,4.3,2136.3,14910.7,21.8,830.6,1283.9,2996.4,550.2,833.6,2664.9,2721.8,1962.7,2614.7,3215.1000000000004
California,2018-04-01,2018,4,4.2,2148.4,14937.6,21.9,846.2,1280.3,2991.1,536.6,835.0,2677.8,2716.9,1985.8,2621.5,3214.4
California,2018-05-01,2018,5,4.2,2163.2,14982.7,22.6,855.6,1285.1,3002.5,535.3,836.6,2681.1,2717.0,2004.1,2630.7,3216.3999999999996
California,2018-06-01,2018,6,4.2,2184.6,15016.5,22.9,868.4,1293.3,3007.0,546.7,838.1,2696.0,2703.9,2021.0,2626.2,3242.7
California,2018-07-01,2018,7,4.2,2206.0,14833.4,23.2,877.3,1305.4,3022.7,544.4,841.5,2714.1,2677.4,2029.2,2429.3,3258.5
California,2018-08-01,2018,8,4.2,2217.0,14930.2,23.3,884.5,1309.2,3031.3,553.5,840.5,2733.1,2703.5,2028.3,2465.8,3286.6
California,2018-09-01,2018,9,4.2,2212.2,14985.3,23.4,882.4,1306.5,3026.2,553.4,832.5,2729.3,2718.6,2004.3,2548.7,3282.7000000000003
California,2018-10-01,2018,10,4.3,2209.0,15160.9,23.3,886.5,1299.2,3048.5,553.8,839.9,2763.2,2762.1,2002.4,2611.8,3317.0
California,2018-11-01,2018,11,4.3,2194.0,15278.9,23.1,878.1,1292.8,3129.4,557.2,838.1,2776.0,2772.8,1995.8,2634.1,3333.2
California,2018-12-01,2018,12,4.3,2183.8,15304.5,22.7,869.9,1291.3,3145.2,562.6,839.6,2777.3,2776.6,2003.9,2627.5,3339.9
California,2019-01-01,2019,1,4.3,2143.2,14999.4,22.1,843.8,1277.3,3039.1,559.1,828.9,2704.7,2749.6,1961.7,2594.6,3263.7999999999997
California,2019-02-01,2019,2,4.3,2154.8,15095.2,22.1,848.5,1284.2,3002.1,575.2,832.4,2726.5,2787.7,1988.0,2614.7,3301.7
California,2019-03-01,2019,3,4.2,2169.8,15138.5,22.1,861.7,1286.1,2996.0,568.2,831.0,2730.6,2796.1,2009.1,2636.5,3298.8
California,2019-04-01,2019,4,4.1,2178.6,15163.1,22.2,872.0,1284.3,2994.2,551.7,832.9,2737.8,2798.8,2030.9,2640.1,3289.5
California,2019-05-01,2019,5,4.0,2193.5,15211.0,23.0,883.0,1287.5,3005.0,552.2,835.0,2737.9,2802.6,2048.2,2650.1,3290.1000000000004
California,2019-06-01,2019,6,4.0,2214.4,15232.6,23.2,896.1,1295.1,3008.5,562.1,838.5,2756.0,2783.5,2066.2,2637.0,3318.1
California,2019-07-01,2019,7,4.0,2230.2,15083.5,23.5,905.9,1300.9,3027.0,560.1,845.5,2767.2,2767.0,2069.8,2466.3,3327.2999999999997
California,2019-08-01,2019,8,4.0,2243.3,15166.5,23.4,911.8,1308.2,3037.9,570.4,846.1,2786.6,2789.1,2064.7,2491.0,3357.0
California,2019-09-01,2019,9,4.0,2234.2,15201.0,23.3,906.8,1304.1,3024.7,576.5,839.2,2772.9,2811.7,2043.5,2554.5,3349.4
California,2019-10-01,2019,10,4.0,2228.2,15381.7,23.2,907.6,1297.4,3056.5,570.2,848.6,2807.6,2853.0,2046.4,2618.3,3377.8
California,2019-11-01,2019,11,4.1,2219.5,15539.8,23.0,906.2,1290.3,3150.0,582.0,849.4,2824.6,2871.1,2041.5,2640.3,3406.6
California,2019-12-01,2019,12,4.1,2201.2,15535.9,22.3,888.6,1290.3,3167.9,578.5,853.0,2819.6,2872.0,2041.3,2625.4,3398.1
California,2020-01-01,2020,1,4.3,2175.6,15306.1,21.7,876.8,1277.0,3057.3,583.9,842.5,2771.5,2850.2,2001.3,2620.3,3355.4
California,2020-02-01,2020,2,4.4,2197.8,15405.7,21.9,892.7,1283.2,3027.3,597.2,847.0,2797.7,2885.9,2025.9,2635.5,3394.8999999999996
California,2020-03-01,2020,3,5.5,2178.9,15260.2,21.8,876.8,1280.4,3000.4,592.6,839.9,2757.8,2876.1,1966.4,2651.4,3350.4
California,2020-04-01,2020,4,16.1,1919.4,13001.6,20.1,738.3,1161.0,2576.4,510.8,796.2,2500.4,2588.8,1070.9,2562.0,3011.2000000000003
California,2020-05-01,2020,5,15.8,2033.9,13094.3,19.2,829.0,1185.7,2615.3,508.7,797.3,2527.3,2625.3,1128.3,2479.3,3036.0
California,2020-06-01,2020,6,13.8,2094.3,13540.6,19.2,859.7,1215.4,2777.7,504.3,800.0,2555.6,2670.9,1336.7,2454.6,3059.9
California,2020-07-01,2020,7,13.1,2096.3,13475.8,19.9,858.4,1218.1,2821.5,510.3,804.3,2579.9,2657.7,1337.4,2313.3,3090.2000000000003
California,2020-08-01,2020,8,11.8,2110.8,13593.8,19.8,866.8,1224.2,2849.3,519.7,807.0,2597.4,2682.7,1324.2,2387.1,3117.1000000000004
California,2020-09-01,2020,9,9.9,2107.0,13761.2,19.6,861.7,1225.6,2882.7,522.3,803.3,2596.9,2706.6,1359.0,2442.4,3119.2
California,2020-10-01,2020,10,9.3,2122.5,14117.0,19.8,878.9,1223.8,2960.6,540.7,817.8,2669.0,2758.1,1432.2,2461.0,3209.7
California,2020-11-01,2020,11,9.0,2112.6,14270.1,19.4,874.1,1219.0,3048.3,549.3,818.5,2685.3,2771.8,1454.2,2462.2,3234.6000000000004
California,2020-12-01,2020,12,9.0,2105.9,14154.9,19.1,867.3,1219.5,3065.6,546.7,822.4,2693.0,2778.2,1344.5,2450.0,3239.7
California,2021-01-01,2021,1,8.7,2068.2,13767.2,18.5,848.3,1201.4,2972.2,530.4,810.8,2648.1,2743.0,1209.7,2427.6,3178.5
California,2021-02-01,2021,2,8.6,2095.5,14048.5,18.4,862.3,1214.7,2968.3,541.2,815.7,2687.2,2777.3,1359.7,2434.7,3228.3999999999996
California,2021-03-01,2021,3,8.5,2109.3,14178.6,18.6,867.3,1223.4,2966.9,547.8,815.7,2697.6,2790.4,1431.4,2454.5,3245.3999999999996
California,2021-04-01,2021,4,8.4,2126.2,14369.8,19.0,882.2,1225.0,2944.1,552.3,820.1,2715.3,2815.2,1552.4,2474.8,3267.6000000000004
California,2021-05-01,2021,5,8.0,2135.0,14507.7,19.3,885.0,1230.8,2959.2,563.2,820.4,2724.0,2823.3,1618.1,2494.9,3287.2
California,2021-06-01,2021,6,7.9,2144.5,14553.8,19.3,887.0,1238.2,2967.6,561.7,820.2,2711.1,2802.3,1686.9,2493.0,3272.8
California,2021-07-01,2021,7,7.4,2171.7,14595.9,19.4,897.7,1254.5,3001.8,562.0,831.6,2751.8,2791.8,1767.9,2365.4,3313.8
California,2021-08-01,2021,8,7.0,2176.0,14729.9,19.5,897.6,1259.0,3011.6,593.2,831.6,2759.1,2807.3,1790.9,2411.2,3352.3
California,2021-09-01,2021,9,6.5,2163.0,14762.1,19.3,887.7,1256.0,3007.2,573.9,822.2,2755.3,2812.0,1782.9,2484.7,3329.2000000000003
California,2021-10-01,2021,10,6.1,2186.3,15137.7,19.8,903.1,1263.5,3087.7,591.0,843.5,2854.1,2872.3,1823.8,2522.5,3445.1
California,2021-11-01,2021,11,5.7,2183.6,15288.1,19.4,900.8,1263.4,3162.4,606.6,845.6,2873.7,2887.5,1829.2,2539.2,3480.2999999999997
California,2021-12-01,2021,12,5.4,2173.2,15332.6,19.2,887.5,1266.6,3192.0,601.7,849.6,2879.4,2889.9,1843.6,2531.8,3481.1000000000004
California,2022-01-01,2022,1,5.2,2148.0,15034.5,18.7,871.2,1258.1,3089.4,602.6,837.6,2823.9,2849.5,1784.7,2509.9,3426.5
California,2022-02-01,2022,2,4.8,2187.8,15235.5,19.1,896.5,1272.2,3112.9,620.7,842.3,2870.0,2884.1,1836.1,2520.7,3490.7
California,2022-03-01,2022,3,4.5,2201.9,15297.4,19.0,903.6,1279.3,3102.9,616.8,839.3,2872.0,2900.2,1867.8,2546.5,3488.8
California,2022-04-01,2022,4,4.3,2214.6,15403.1,19.5,910.8,1284.4,3096.2,610.8,843.5,2900.5,2923.3,1909.4,2557.1,3511.3
California,2022-05-01,2022,5,4.1,2225.2,15456.0,19.7,916.9,1288.6,3095.2,617.2,841.6,2897.7,2930.5,1937.5,2569.8,3514.8999999999996
California,2022-06-01,2022,6,4.0,2242.9,15462.1,19.8,925.1,1297.9,3092.9,618.6,841.5,2896.7,2909.3,1965.2,2568.9,3515.2999999999997
California,2022-07-01,2022,7,3.9,2263.2,15365.6,20.2,931.0,1312.0,3121.7,620.9,843.9,2913.1,2896.7,1982.9,2416.9,3534.0
California,2022-08-01,2022,8,3.8,2268.8,15444.0,20.2,931.4,1317.3,3125.1,629.7,840.3,2920.1,2922.8,1990.3,2445.2,3549.8
California,2022-09-01,2022,9,4.0,2263.0,15491.6,20.0,928.9,1314.1,3114.8,616.2,832.5,2915.4,2952.5,1972.1,2515.7,3531.6000000000004
California,2022-10-01,2022,10,4.1,2253.9,15637.7,20.1,927.1,1306.8,3139.9,617.4,835.4,2939.6,2996.5,1975.6,2555.9,3557.0
California,2022-11-01,2022,11,4.3,2229.5,15754.8,19.7,909.4,1300.5,3197.1,623.0,833.2,2927.9,3017.4,1977.5,2601.4,3550.9
California,2022-12-01,2022,12,4.4,2219.3,15741.0,19.2,902.5,1297.6,3209.7,617.2,833.4,2914.4,3021.4,1975.6,2594.4,3531.6000000000004
California,2023-01-01,2023,1,4.4,2160.7,15424.9,18.7,856.0,1286.0,3117.0,599.2,814.2,2830.2,3001.6,1924.3,2573.1,3429.3999999999996
California,2023-02-01,2023,2,4.5,2203.2,15498.5,19.1,893.7,1290.4,3086.9,597.6,814.6,2842.0,3038.2,1957.5,2586.7,3439.6
California,2023-03-01,2023,3,4.5,2192.2,15520.2,18.7,882.3,1291.1,3074.9,587.1,811.8,2827.3,3050.6,1980.3,2610.3,3414.4
California,2023-04-01,2023,4,4.5,2207.1,15558.9,19.1,900.7,1287.3,3070.5,568.0,811.1,2829.7,3079.1,1999.1,2620.5,3397.7
California,2023-05-01,2023,5,4.6,2219.6,15647.6,19.6,912.5,1287.6,3077.7,565.3,810.8,2830.2,3105.6,2026.6,2645.6,3395.5
California,2023-06-01,2023,6,4.6,2236.7,15628.3,20.0,925.2,1291.6,3081.6,553.3,812.7,2821.4,3079.6,2044.8,2645.2,3374.7
California,2023-07-01,2023,7,4.7,2242.1,15453.9,19.9,930.8,1291.4,3086.8,544.1,814.5,2819.8,3069.3,2049.4,2475.5,3363.9
California,2023-08-01,2023,8,4.8,2249.5,15528.3,19.8,936.3,1293.3,3087.3,539.8,813.6,2825.0,3105.5,2049.6,2514.3,3364.8
California,2023-09-01,2023,9,4.9,2246.5,15596.7,19.9,934.1,1292.6,3083.9,532.2,806.6,2818.4,3142.9,2030.0,2589.9,3350.6000000000004
California,2023-10-01,2023,10,5.0,2237.5,15719.2,19.6,935.6,1282.3,3115.2,532.7,808.1,2833.2,3176.3,2025.0,2634.6,3365.8999999999996
California,2023-11-01,2023,11,5.0,2211.4,15831.1,19.2,924.1,1268.0,3175.4,543.9,805.4,2824.4,3196.1,2015.3,2677.8,3368.3
California,2023-12-01,2023,12,5.1,2201.3,15853.9,19.1,917.0,1265.2,3187.8,547.9,807.4,2818.2,3210.9,2013.1,2677.9,3366.1
California,2024-01-01,2024,1,5.1,2176.9,15682.6,18.7,902.7,1255.5,3107.9,540.3,806.2,2786.7,3212.1,1981.3,2660.3,3327.0
California,2024-02-01,2024,2,5.1,2166.9,15700.6,18.5,895.3,1253.2,3059.4,549.6,801.3,2792.7,3245.7,1985.5,2676.0,3342.2999999999997
California,2024-03-01,2024,3,5.2,2169.6,15735.6,18.5,898.0,1253.1,3045.2,549.4,797.4,2785.3,3262.3,1997.4,2706.8,3334.7000000000003
California,2024-04-01,2024,4,5.2,2179.2,15764.7,18.9,909.8,1250.5,3042.7,538.7,795.4,2775.4,3280.5,2019.1,2717.2,3314.1000000000004
California,2024-05-01,2024,5,5.2,2184.1,15804.1,19.2,915.2,1249.7,3040.1,539.1,794.6,2772.9,3289.5,2037.0,2733.1,3312.0
California,2024-06-01,2024,6,5.3,2197.8,15745.1,19.5,923.3,1255.0,3037.4,534.5,794.4,2760.3,3263.2,2041.1,2719.7,3294.8
California,2024-07-01,2024,7,5.4,2210.9,15626.7,19.5,933.4,1258.0,3056.7,535.6,802.4,2778.6,3267.3,2045.6,2541.0,3314.2
California,2024-08-01,2024,8,5.4,2208.6,15699.0,19.5,930.4,1258.7,3063.9,542.1,797.7,2784.8,3300.9,2036.1,2576.8,3326.9
California,2024-09-01,2024,9,5.4,2196.1,15742.5,19.5,921.2,1255.4,3056.9,535.1,790.5,2770.6,3316.4,2009.0,2672.2,3305.7
California,2024-10-01,2024,10,5.4,2188.3,15976.7,19.3,925.9,1243.1,3096.4,534.0,804.9,2809.5,3378.4,2027.7,2723.7,3343.5
California,2024-11-01,2024,11,5.4,2168.7,16065.3,18.9,914.6,1235.2,3158.6,545.4,804.2,2800.2,3396.3,2014.2,2747.4,3345.6
California,2024-12-01,2024,12,5.4,2146.7,16003.3,18.5,898.4,1229.8,3170.8,537.4,798.1,2777.0,3386.9,2005.3,2736.7,3314.4
California,2025-01-01,2025,1,5.4,2111.8,15746.2,17.9,875.6,1218.3,3065.2,521.2,788.0,2717.7,3383.4,1955.6,2735.2,3238.8999999999996
California,2025-02-01,2025,2,5.4,2114.6,15798.2,17.7,876.3,1220.6,3028.4,537.9,788.8,2736.5,3425.2,1971.9,2722.9,3274.4
California,2025-03-01,2025,3,5.4,2111.6,15833.5,17.8,874.2,1219.6,3022.0,526.7,786.7,2734.8,3432.0,1989.4,2753.6,3261.5
California,2025-04-01,2025,4,5.4,2132.6,15938.6,17.9,896.7,1218.0,3026.2,525.2,793.5,2751.4,3465.5,2019.5,2762.0,3276.6000000000004
California,2025-05-01,2025,5,5.5,2139.9,15981.9,18.3,903.1,1218.5,3025.4,529.2,794.1,2749.9,3475.1,2043.0,2765.7,3279.1000000000004
California,2025-06-01,2025,6,5.5,2146.6,15905.1,18.3,906.5,1221.8,3019.9,526.6,792.4,2733.2,3436.6,2050.4,2749.5,3259.7999999999997
California,2025-07-01,2025,7,5.5,2154.5,15752.7,18.9,910.9,1224.7,3026.5,527.8,798.7,2748.8,3441.6,2046.5,2565.0,3276.6000000000004
California,2025-08-01,2025,8,5.5,2158.2,15824.1,18.9,911.0,1228.3,3029.9,534.0,797.3,2767.6,3479.9,2048.0,2570.7,3301.6
California,2025-09-01,2025,9,5.5,2141.8,15824.7,18.7,899.8,1223.3,3019.8,525.6,789.4,2754.2,3495.9,2019.5,2628.0,3279.7999999999997
California,2025-10-01,2025,10,,2138.9,16013.7,18.8,899.8,1220.3,3060.0,525.7,798.2,2781.5,3550.6,2027.8,2673.1,3307.2
California,2025-11-01,2025,11,5.5,2121.3,16105.6,18.6,890.2,1212.5,3126.9,523.8,796.4,2774.0,3569.3,2023.0,2693.0,3297.8
California,2025-12-01,2025,12,5.5,2108.6,16104.3,18.2,878.5,1211.9,3145.9,526.5,794.9,2776.8,3556.7,2024.4,2685.8,3303.3
