State,Date,Year,Month,Unemployment_Rate,Goods_Producing,Service_Providing,Mining_and_Logging,Construction,Manufacturing,Trade_Transport_and_Utilities,Information,Financial_Activities,Professional_and_Tech_Services,Education_and_Health_Services,Leisure_and_Hospitality,Government,Total_Tech_Employment_Thousands
Nebraska,2025-04-01,2025,4,2.9,167.9,893.7,1.0,63.6,103.3,194.1,17.5,70.1,119.1,172.8,100.6,181.2,136.6
Nebraska,2025-05-01,2025,5,2.9,169.2,901.9,1.0,65.2,103.0,194.8,17.5,70.4,119.4,173.0,104.2,184.1,136.9
Nebraska,2025-06-01,2025,6,2.9,170.9,901.5,1.0,66.9,103.0,194.8,17.6,70.8,119.9,172.2,106.0,181.5,137.5
Nebraska,2025-07-01,2025,7,2.9,170.4,890.1,1.0,67.2,102.2,194.4,17.7,70.9,120.2,172.7,104.7,171.1,137.9
Nebraska,2025-08-01,2025,8,2.9,170.0,890.3,1.0,66.8,102.2,194.0,17.7,70.7,119.3,173.1,106.2,171.0,137.0
Nebraska,2025-09-01,2025,9,2.9,168.3,892.9,1.0,65.5,101.8,192.6,17.4,70.3,118.6,172.9,103.2,180.1,136.0
Nebraska,2025-10-01,2025,10,,168.7,896.5,1.0,66.6,101.1,193.6,17.3,70.2,119.2,174.9,101.3,182.0,136.5
Nebraska,2025-11-01,2025,11,3.0,168.1,898.4,1.0,65.4,101.7,197.7,17.4,70.5,118.8,175.1,99.1,182.0,136.2
Nebraska,2025-12-01,2025,12,3.0,167.0,896.9,1.0,63.6,102.4,198.8,17.6,70.4,118.5,174.1,98.0,181.3,136.1
Nebraska,2026-01-01,2026,1,3.0,164.6,879.0,0.9,61.7,102.0,193.9,17.6,69.8,114.8,174.4,94.2,176.4,132.4
Nebraska,2026-02-01,2026,2,3.1,161.1,879.1,0.9,61.7,98.5,190.7,17.1,69.7,114.5,175.1,94.6,179.5,131.6
Nevada,2016-01-01,2016,1,6.3,128.5,1135.4,13.4,72.4,42.7,236.9,14.5,61.5,172.1,123.5,334.7,154.8,186.6
Nevada,2016-02-01,2016,2,6.2,128.8,1142.4,13.3,72.5,43.0,236.3,14.7,61.7,170.5,124.8,338.0,158.2,185.2
Nevada,2016-03-01,2016,3,6.1,129.2,1150.6,13.3,72.9,43.0,236.8,14.1,62.0,172.4,125.0,341.2,160.1,186.5
Nevada,2016-04-01,2016,4,6.0,130.5,1161.8,13.6,73.9,43.0,238.4,15.2,62.4,175.4,125.8,346.1,159.0,190.6
Nevada,2016-05-01,2016,5,5.9,131.2,1164.8,13.7,74.3,43.2,239.2,15.0,62.9,174.3,126.2,347.8,159.6,189.3
Nevada,2016-06-01,2016,6,5.9,133.2,1162.1,13.8,75.9,43.5,239.5,15.2,62.7,176.5,126.3,350.0,151.9,191.7
Nevada,2016-07-01,2016,7,5.8,135.0,1163.8,14.0,77.1,43.9,240.5,15.1,63.0,176.0,126.7,350.6,151.2,191.1
Nevada,2016-08-01,2016,8,5.7,135.6,1167.2,14.0,77.6,44.0,242.0,14.4,63.2,177.1,127.7,350.3,151.7,191.5
Nevada,2016-09-01,2016,9,5.6,136.0,1179.9,13.8,78.2,44.0,242.6,14.5,63.3,179.9,128.4,350.1,159.8,194.4
Nevada,2016-10-01,2016,10,5.6,136.9,1182.4,13.9,78.6,44.4,244.7,14.6,63.6,181.2,130.3,346.1,160.0,195.79999999999998
Nevada,2016-11-01,2016,11,5.5,136.8,1188.4,14.0,78.3,44.5,251.9,14.4,63.7,180.9,130.2,344.9,161.5,195.3
Nevada,2016-12-01,2016,12,5.4,137.1,1185.8,14.0,78.1,45.0,252.2,14.3,63.9,178.1,130.7,343.9,162.7,192.4
Nevada,2017-01-01,2017,1,5.3,135.6,1170.6,13.9,77.1,44.6,244.8,14.7,63.5,180.7,129.0,341.5,156.7,195.39999999999998
Nevada,2017-02-01,2017,2,5.3,137.7,1176.3,13.9,78.8,45.0,243.0,14.5,64.2,178.0,130.2,344.8,161.8,192.5
Nevada,2017-03-01,2017,3,5.2,141.0,1187.6,13.9,81.5,45.6,243.0,14.5,64.1,182.2,130.9,349.7,163.0,196.7
Nevada,2017-04-01,2017,4,5.1,142.2,1185.9,13.9,82.0,46.3,243.6,15.3,64.7,178.2,132.1,350.4,160.9,193.5
Nevada,2017-05-01,2017,5,5.0,144.5,1195.6,13.9,83.9,46.7,244.9,15.6,65.5,180.7,132.2,353.5,162.1,196.29999999999998
Nevada,2017-06-01,2017,6,5.0,147.0,1192.1,14.2,85.4,47.4,245.9,16.1,65.4,180.7,132.1,353.9,156.6,196.79999999999998
Nevada,2017-07-01,2017,7,4.9,147.8,1188.3,14.5,84.6,48.7,246.5,15.0,66.0,180.6,130.8,353.7,154.0,195.6
Nevada,2017-08-01,2017,8,4.9,148.1,1193.1,14.5,84.4,49.2,247.7,15.3,66.1,180.8,133.2,352.2,156.3,196.10000000000002
Nevada,2017-09-01,2017,9,4.9,149.6,1203.9,14.4,85.3,49.9,249.0,14.9,66.1,181.9,134.1,351.8,164.7,196.8
Nevada,2017-10-01,2017,10,4.9,150.5,1210.6,14.4,85.9,50.2,252.1,15.4,66.7,186.0,135.6,351.0,162.5,201.4
Nevada,2017-11-01,2017,11,4.8,149.9,1217.2,14.4,85.0,50.5,260.4,15.7,66.6,185.1,136.4,348.0,163.8,200.79999999999998
Nevada,2017-12-01,2017,12,4.8,150.0,1217.7,14.4,84.6,51.0,262.4,15.4,66.7,184.1,136.6,346.6,164.9,199.5
Nevada,2018-01-01,2018,1,4.7,148.5,1195.8,14.2,83.1,51.2,252.1,15.0,66.4,184.9,135.9,343.4,157.4,199.9
Nevada,2018-02-01,2018,2,4.7,150.7,1206.8,14.3,84.5,51.9,250.4,15.2,67.3,184.8,137.5,347.5,163.3,200.0
Nevada,2018-03-01,2018,3,4.6,152.2,1214.9,14.2,85.3,52.7,250.2,15.2,67.6,185.8,138.3,352.5,164.1,201.0
Nevada,2018-04-01,2018,4,4.5,155.7,1215.3,14.3,87.8,53.6,250.5,16.3,66.9,187.0,138.3,353.5,161.8,203.3
Nevada,2018-05-01,2018,5,4.4,157.7,1224.0,14.4,88.9,54.4,252.2,16.9,67.5,188.0,139.0,355.9,163.0,204.9
Nevada,2018-06-01,2018,6,4.3,160.6,1219.1,14.8,90.3,55.5,253.1,16.4,67.4,187.1,138.9,356.0,157.9,203.5
Nevada,2018-07-01,2018,7,4.3,162.0,1216.8,14.9,90.7,56.4,254.1,15.5,67.8,189.4,138.3,357.0,152.9,204.9
Nevada,2018-08-01,2018,8,4.2,163.8,1225.5,14.9,92.1,56.8,255.3,15.4,67.9,193.2,140.4,356.2,155.0,208.6
Nevada,2018-09-01,2018,9,4.3,164.5,1234.0,14.8,92.1,57.6,255.6,15.2,67.6,192.1,141.1,354.9,165.3,207.29999999999998
Nevada,2018-10-01,2018,10,4.3,166.0,1243.4,14.9,93.0,58.1,258.5,15.5,68.0,197.3,142.3,353.6,165.5,212.8
Nevada,2018-11-01,2018,11,4.3,166.2,1250.0,14.8,92.5,58.9,266.2,16.0,68.0,195.9,143.0,351.4,167.7,211.9
Nevada,2018-12-01,2018,12,4.3,166.7,1245.6,14.9,92.3,59.5,266.0,15.6,67.5,193.4,143.2,351.1,167.7,209.0
Nevada,2019-01-01,2019,1,4.3,164.4,1225.8,14.5,90.6,59.3,258.9,15.2,66.9,194.2,141.5,348.8,160.0,209.39999999999998
Nevada,2019-02-01,2019,2,4.3,165.3,1235.0,14.6,91.2,59.5,256.4,15.8,67.4,192.1,143.0,352.9,166.8,207.9
Nevada,2019-03-01,2019,3,4.2,168.0,1240.0,14.8,93.5,59.7,256.0,15.6,67.9,192.0,143.4,356.5,167.6,207.6
Nevada,2019-04-01,2019,4,4.1,167.8,1244.9,14.6,94.1,59.1,256.1,16.4,68.2,194.7,144.1,358.1,165.9,211.1
Nevada,2019-05-01,2019,5,4.1,169.8,1252.9,14.7,96.0,59.1,258.7,16.5,68.9,195.1,144.7,359.4,167.5,211.6
Nevada,2019-06-01,2019,6,4.0,170.9,1243.1,14.8,96.9,59.2,259.9,15.6,68.7,194.8,143.7,359.3,159.1,210.4
Nevada,2019-07-01,2019,7,4.0,171.9,1242.1,14.9,97.7,59.3,260.3,15.5,69.0,195.2,143.3,360.4,156.2,210.7
Nevada,2019-08-01,2019,8,4.0,172.6,1250.2,14.9,98.5,59.2,261.5,15.5,69.4,197.4,145.5,358.4,160.0,212.9
Nevada,2019-09-01,2019,9,4.0,172.5,1258.0,14.7,98.8,59.0,261.6,15.3,69.4,197.7,145.3,357.3,169.2,213.0
Nevada,2019-10-01,2019,10,4.1,173.7,1266.3,14.8,100.0,58.9,265.8,15.5,70.2,200.3,147.4,355.6,169.0,215.8
Nevada,2019-11-01,2019,11,4.1,173.1,1281.4,14.7,99.3,59.1,275.2,16.0,70.4,205.2,147.9,353.2,171.0,221.2
Nevada,2019-12-01,2019,12,4.1,172.1,1280.7,14.9,97.8,59.4,275.7,15.7,70.4,204.9,147.9,352.7,170.8,220.6
Nevada,2020-01-01,2020,1,4.2,170.3,1254.9,14.7,96.9,58.7,265.1,15.0,69.7,202.0,147.7,348.5,164.7,217.0
Nevada,2020-02-01,2020,2,4.4,171.3,1263.3,14.7,97.3,59.3,262.7,15.3,69.9,200.7,149.0,352.7,170.3,216.0
Nevada,2020-03-01,2020,3,7.2,171.7,1255.1,14.8,97.4,59.5,262.2,14.7,69.8,197.5,147.6,350.1,171.4,212.2
Nevada,2020-04-01,2020,4,30.5,158.3,954.9,14.7,91.2,52.4,221.2,12.4,64.5,162.8,129.4,175.2,160.6,175.20000000000002
Nevada,2020-05-01,2020,5,24.7,161.3,947.3,14.8,93.3,53.2,227.0,12.8,64.3,165.1,134.4,153.7,158.6,177.9
Nevada,2020-06-01,2020,6,18.9,164.1,1030.6,15.0,94.3,54.8,242.5,12.5,65.2,169.3,137.0,219.7,149.0,181.8
Nevada,2020-07-01,2020,7,16.7,163.7,1066.0,15.0,93.8,54.9,249.8,12.8,65.7,172.8,140.0,241.8,146.7,185.60000000000002
Nevada,2020-08-01,2020,8,13.9,164.2,1084.6,15.2,93.7,55.3,256.0,13.2,66.3,175.6,141.5,241.9,153.1,188.79999999999998
Nevada,2020-09-01,2020,9,12.7,164.8,1110.2,15.1,93.9,55.8,260.7,13.5,66.5,177.4,142.9,248.1,163.5,190.9
Nevada,2020-10-01,2020,10,11.1,166.3,1139.2,15.2,94.6,56.5,268.6,13.4,67.8,183.0,146.1,257.5,164.6,196.4
Nevada,2020-11-01,2020,11,10.2,165.8,1145.7,15.2,93.4,57.2,275.5,13.8,67.8,184.2,146.3,256.6,163.7,198.0
Nevada,2020-12-01,2020,12,9.6,166.1,1141.2,15.2,93.0,57.9,278.1,13.7,68.2,184.8,147.4,248.8,163.0,198.5
Nevada,2021-01-01,2021,1,8.9,164.8,1116.1,14.8,91.9,58.1,268.5,13.6,68.3,179.5,146.9,244.5,158.1,193.1
Nevada,2021-02-01,2021,2,8.5,167.9,1131.9,14.8,94.4,58.7,267.4,14.4,68.8,180.9,147.9,252.4,162.9,195.3
Nevada,2021-03-01,2021,3,8.0,170.9,1144.3,15.0,96.5,59.4,268.4,14.1,69.2,182.0,148.5,260.3,164.0,196.1
Nevada,2021-04-01,2021,4,7.7,174.2,1165.3,15.1,99.2,59.9,267.2,14.5,69.4,184.0,150.3,275.8,165.4,198.5
Nevada,2021-05-01,2021,5,7.2,174.7,1183.5,15.1,99.7,59.9,270.9,15.2,69.9,185.3,149.9,288.1,164.7,200.5
Nevada,2021-06-01,2021,6,6.9,176.5,1188.6,15.3,100.5,60.7,271.6,15.2,70.3,186.3,148.6,301.9,154.7,201.5
Nevada,2021-07-01,2021,7,6.6,175.8,1207.0,15.0,99.4,61.4,274.1,15.6,71.7,191.9,149.1,313.6,150.5,207.5
Nevada,2021-08-01,2021,8,6.2,176.2,1220.2,15.0,99.5,61.7,275.4,16.4,71.9,195.6,149.9,317.5,152.7,212.0
Nevada,2021-09-01,2021,9,5.8,175.8,1234.6,14.8,99.0,62.0,276.9,16.2,71.5,197.0,149.8,318.2,164.3,213.2
Nevada,2021-10-01,2021,10,5.6,177.5,1262.3,14.8,99.9,62.8,285.4,17.2,73.6,204.3,152.5,323.0,164.9,221.5
Nevada,2021-11-01,2021,11,5.4,178.5,1274.6,15.0,100.1,63.4,294.4,17.1,73.9,206.5,153.0,323.6,164.6,223.6
Nevada,2021-12-01,2021,12,5.3,178.1,1275.4,15.0,99.1,64.0,296.7,16.7,74.4,205.8,153.4,322.5,164.3,222.5
Nevada,2022-01-01,2022,1,5.2,177.1,1248.3,15.0,98.3,63.8,288.6,16.5,74.1,202.2,152.3,315.3,157.9,218.7
Nevada,2022-02-01,2022,2,5.2,180.4,1272.5,14.9,100.7,64.8,291.6,16.7,75.0,205.2,154.0,322.3,165.7,221.89999999999998
Nevada,2022-03-01,2022,3,5.2,183.4,1279.5,15.0,103.2,65.2,289.2,17.3,75.3,205.3,154.6,329.3,166.0,222.60000000000002
Nevada,2022-04-01,2022,4,5.2,185.5,1295.1,14.9,104.9,65.7,287.9,18.1,76.3,212.1,156.0,333.2,167.5,230.2
Nevada,2022-05-01,2022,5,5.2,186.9,1303.1,14.9,106.3,65.7,288.1,19.0,77.1,212.6,156.8,336.2,169.3,231.6
Nevada,2022-06-01,2022,6,5.2,188.7,1296.0,15.0,107.7,66.0,287.5,18.4,77.5,213.2,155.8,341.4,157.9,231.6
Nevada,2022-07-01,2022,7,5.2,190.6,1296.3,15.3,108.9,66.4,289.9,18.3,77.5,211.6,156.8,342.6,155.1,229.9
Nevada,2022-08-01,2022,8,5.2,191.5,1305.6,15.2,109.5,66.8,290.2,19.1,77.6,213.7,158.5,343.3,158.5,232.79999999999998
Nevada,2022-09-01,2022,9,5.2,193.1,1324.1,15.1,111.2,66.8,290.6,19.1,78.0,217.2,159.9,344.6,169.8,236.29999999999998
Nevada,2022-10-01,2022,10,5.3,193.1,1331.1,15.0,111.5,66.6,293.6,18.9,78.6,217.7,161.5,344.1,171.9,236.6
Nevada,2022-11-01,2022,11,5.3,191.4,1337.1,14.7,110.2,66.5,300.3,19.3,78.2,217.5,161.9,343.0,172.5,236.8
Nevada,2022-12-01,2022,12,5.3,190.7,1333.2,14.9,109.0,66.8,301.3,18.8,77.9,214.1,161.7,342.1,173.1,232.9
Nevada,2023-01-01,2023,1,5.2,187.4,1311.5,14.6,106.7,66.1,294.6,18.7,77.4,213.2,161.4,334.7,168.4,231.89999999999998
Nevada,2023-02-01,2023,2,5.2,190.4,1323.7,14.7,109.0,66.7,292.4,19.8,78.0,211.0,162.8,339.6,176.8,230.8
Nevada,2023-03-01,2023,3,5.1,191.4,1328.1,14.8,109.6,67.0,291.0,18.8,77.5,212.2,163.3,343.8,177.8,231.0
Nevada,2023-04-01,2023,4,5.0,193.2,1332.7,14.8,111.6,66.8,290.4,19.0,78.3,213.2,164.8,344.5,177.9,232.2
Nevada,2023-05-01,2023,5,5.0,194.3,1343.0,14.8,112.6,66.9,292.9,20.0,78.7,213.8,165.5,348.2,179.1,233.8
Nevada,2023-06-01,2023,6,5.0,195.9,1338.4,14.9,113.9,67.1,294.0,19.7,78.5,214.7,164.3,352.2,170.0,234.39999999999998
Nevada,2023-07-01,2023,7,5.1,195.1,1331.2,14.8,113.4,66.9,294.2,19.1,79.1,212.7,164.5,351.5,165.3,231.79999999999998
Nevada,2023-08-01,2023,8,5.1,196.3,1337.3,14.7,114.5,67.1,295.0,19.7,79.3,214.3,166.6,352.3,165.2,234.0
Nevada,2023-09-01,2023,9,5.1,198.2,1361.0,14.8,115.8,67.6,297.0,19.4,79.8,217.9,167.8,352.2,181.8,237.3
Nevada,2023-10-01,2023,10,5.2,197.3,1373.3,14.8,115.7,66.8,300.7,19.6,80.1,222.4,169.0,352.9,183.7,242.0
Nevada,2023-11-01,2023,11,5.2,194.7,1382.6,14.8,112.8,67.1,308.5,20.2,80.2,223.9,169.6,351.2,184.2,244.1
Nevada,2023-12-01,2023,12,5.2,193.3,1384.3,14.8,111.1,67.4,308.7,19.6,80.1,220.0,170.6,356.3,184.1,239.6
Nevada,2024-01-01,2024,1,5.2,188.7,1351.8,14.7,107.5,66.5,295.1,19.6,78.6,216.2,168.4,353.6,176.0,235.79999999999998
Nevada,2024-02-01,2024,2,5.2,188.6,1369.6,14.9,106.7,67.0,292.6,21.0,79.0,218.9,170.2,358.4,184.8,239.9
Nevada,2024-03-01,2024,3,5.3,190.2,1369.6,14.8,108.1,67.3,292.3,20.7,79.1,214.6,171.0,361.6,185.5,235.29999999999998
Nevada,2024-04-01,2024,4,5.4,191.1,1373.0,14.6,109.4,67.1,292.3,20.1,79.7,217.9,170.9,361.9,185.7,238.0
Nevada,2024-05-01,2024,5,5.4,192.5,1381.6,14.6,110.7,67.2,293.2,21.0,79.9,218.0,171.2,366.2,187.5,239.0
Nevada,2024-06-01,2024,6,5.4,193.6,1365.2,14.8,111.7,67.1,291.7,20.5,79.9,216.8,169.8,366.6,175.3,237.3
Nevada,2024-07-01,2024,7,5.5,192.9,1356.6,14.8,111.8,66.3,291.8,20.4,79.7,213.2,170.2,363.4,173.2,233.6
Nevada,2024-08-01,2024,8,5.5,194.3,1364.9,14.8,112.7,66.8,292.1,20.6,80.0,216.8,172.9,361.9,175.5,237.4
Nevada,2024-09-01,2024,9,5.5,194.1,1383.1,14.7,112.3,67.1,292.1,20.7,80.6,220.0,173.3,364.4,186.3,240.7
Nevada,2024-10-01,2024,10,5.5,194.9,1392.3,14.8,112.7,67.4,293.6,20.9,81.2,225.0,174.9,361.9,187.9,245.9
Nevada,2024-11-01,2024,11,5.4,193.5,1396.9,14.8,111.2,67.5,300.6,20.9,80.9,223.4,175.7,361.0,188.8,244.3
Nevada,2024-12-01,2024,12,5.4,192.5,1393.6,14.7,110.2,67.6,301.0,21.1,81.0,223.5,175.5,358.5,188.2,244.6
Nevada,2025-01-01,2025,1,5.4,189.4,1361.8,14.4,108.2,66.8,293.4,20.7,80.2,218.8,175.5,350.8,179.2,239.5
Nevada,2025-02-01,2025,2,5.4,189.5,1370.5,14.3,108.2,67.0,291.0,20.6,80.5,216.7,176.7,353.8,187.9,237.29999999999998
Nevada,2025-03-01,2025,3,5.3,191.4,1375.4,14.3,109.6,67.5,289.5,21.0,80.5,217.9,177.4,357.4,188.0,238.9
Nevada,2025-04-01,2025,4,5.3,193.1,1385.6,14.4,111.1,67.6,289.5,21.0,80.8,223.1,178.9,359.9,188.4,244.1
Nevada,2025-05-01,2025,5,5.2,194.1,1391.3,14.4,112.0,67.7,289.9,21.0,81.0,222.6,179.6,363.8,189.5,243.6
Nevada,2025-06-01,2025,6,5.2,195.5,1372.6,14.6,112.9,68.0,289.9,21.5,80.5,221.7,177.3,362.2,175.7,243.2
Nevada,2025-07-01,2025,7,5.2,198.0,1386.0,14.7,114.9,68.4,294.6,21.9,80.7,225.4,179.9,366.4,172.7,247.3
Nevada,2025-08-01,2025,8,5.2,198.8,1397.0,14.8,115.8,68.2,294.6,21.9,80.6,228.2,182.8,367.5,176.8,250.1
Nevada,2025-09-01,2025,9,5.2,198.4,1405.1,14.8,115.1,68.5,294.5,21.8,81.0,229.4,182.0,364.5,187.7,251.20000000000002
Nevada,2025-10-01,2025,10,,199.1,1410.3,14.8,115.9,68.4,297.8,21.9,79.7,233.9,185.2,360.3,187.4,255.8
Nevada,2025-11-01,2025,11,5.2,195.6,1416.4,14.8,112.4,68.4,305.0,22.0,80.6,232.6,184.5,359.9,188.5,254.6
Nevada,2025-12-01,2025,12,5.2,192.9,1417.8,14.8,109.8,68.3,306.8,22.5,80.0,228.9,185.6,361.7,189.3,251.4
Nevada,2026-01-01,2026,1,5.3,193.5,1392.0,14.6,111.2,67.7,299.5,22.1,78.6,229.1,184.7,356.1,179.4,251.2
Nevada,2026-02-01,2026,2,5.3,195.1,1400.0,14.7,112.4,68.0,296.6,22.2,79.0,227.1,185.5,359.8,187.8,249.29999999999998
New Hampshire,2016-01-01,2016,1,2.9,92.1,554.0,0.9,23.6,67.6,138.0,12.6,34.2,78.3,113.4,64.4,89.4,90.89999999999999
New Hampshire,2016-02-01,2016,2,2.9,91.4,564.5,0.8,23.1,67.5,136.3,12.6,34.3,78.2,119.7,64.8,94.9,90.8
New Hampshire,2016-03-01,2016,3,2.8,91.6,565.2,0.8,23.4,67.4,136.3,12.5,34.2,78.0,121.5,64.5,94.6,90.5
New Hampshire,2016-04-01,2016,4,2.9,93.6,569.2,0.9,25.0,67.7,137.3,12.6,34.5,80.2,121.8,64.6,94.5,92.8
New Hampshire,2016-05-01,2016,5,2.9,94.8,574.8,0.9,25.9,68.0,139.2,12.6,34.6,80.6,121.9,68.7,93.3,93.19999999999999
New Hampshire,2016-06-01,2016,6,2.9,96.3,572.0,1.0,26.5,68.8,140.7,12.6,35.3,81.4,114.2,75.7,87.8,94.0
New Hampshire,2016-07-01,2016,7,2.9,96.7,568.3,1.0,27.0,68.7,140.4,12.8,35.5,81.8,113.9,80.6,78.5,94.6
New Hampshire,2016-08-01,2016,8,2.9,96.6,568.5,1.0,26.9,68.7,140.5,12.7,35.5,81.9,113.4,80.5,79.3,94.60000000000001
New Hampshire,2016-09-01,2016,9,2.9,95.7,577.1,1.0,26.6,68.1,139.3,12.5,35.0,81.3,119.1,73.1,92.7,93.8
New Hampshire,2016-10-01,2016,10,2.9,95.9,579.2,1.0,26.7,68.2,140.0,12.6,34.9,81.7,122.6,69.1,94.1,94.3
New Hampshire,2016-11-01,2016,11,2.9,95.7,579.5,0.9,26.3,68.5,142.8,12.5,34.6,81.5,123.5,65.3,95.3,94.0
New Hampshire,2016-12-01,2016,12,2.9,95.5,582.1,0.9,25.7,68.9,145.1,12.7,34.7,81.2,123.4,66.2,95.2,93.9
New Hampshire,2017-01-01,2017,1,2.9,93.9,560.7,0.8,24.5,68.6,139.7,12.7,34.6,79.4,116.7,65.6,88.5,92.10000000000001
New Hampshire,2017-02-01,2017,2,2.9,93.4,568.2,0.8,24.2,68.4,136.9,12.5,34.6,79.7,122.7,65.1,93.3,92.2
New Hampshire,2017-03-01,2017,3,2.9,94.1,570.6,0.8,24.7,68.6,136.6,12.5,34.5,79.8,123.7,65.5,94.5,92.3
New Hampshire,2017-04-01,2017,4,2.8,95.1,574.6,0.8,25.8,68.5,137.7,12.5,34.5,81.6,124.5,65.7,94.0,94.1
New Hampshire,2017-05-01,2017,5,2.8,96.4,580.7,0.9,26.8,68.7,138.8,12.8,34.7,82.2,124.4,69.9,93.7,95.0
New Hampshire,2017-06-01,2017,6,2.7,97.9,580.4,0.9,27.5,69.5,141.2,13.0,35.3,83.9,117.1,77.4,87.6,96.9
New Hampshire,2017-07-01,2017,7,2.7,98.4,574.7,0.9,27.9,69.6,140.8,13.0,35.5,83.9,116.0,82.0,78.6,96.9
New Hampshire,2017-08-01,2017,8,2.8,98.1,574.7,0.9,27.9,69.3,140.7,12.9,35.5,83.8,115.4,81.6,80.1,96.7
New Hampshire,2017-09-01,2017,9,2.8,97.6,579.3,0.9,27.7,69.0,139.1,12.6,35.0,82.8,120.9,73.1,91.7,95.39999999999999
New Hampshire,2017-10-01,2017,10,2.8,97.5,582.9,0.9,27.6,69.0,139.5,12.6,34.8,83.0,124.4,70.1,94.5,95.6
New Hampshire,2017-11-01,2017,11,2.8,97.2,582.5,0.9,27.2,69.1,142.3,12.5,34.8,83.1,125.5,66.3,94.1,95.6
New Hampshire,2017-12-01,2017,12,2.8,97.0,586.5,0.9,26.6,69.5,144.2,12.6,35.0,82.5,125.3,68.2,94.8,95.1
New Hampshire,2018-01-01,2018,1,2.8,94.9,565.4,0.8,25.0,69.1,138.8,12.5,34.6,81.0,118.2,67.2,89.3,93.5
New Hampshire,2018-02-01,2018,2,2.7,95.0,574.8,0.8,24.9,69.3,137.0,12.5,34.6,81.0,125.2,67.5,93.1,93.5
New Hampshire,2018-03-01,2018,3,2.7,95.4,575.5,0.8,25.0,69.6,136.6,12.4,34.5,81.5,125.2,67.1,94.2,93.9
New Hampshire,2018-04-01,2018,4,2.7,97.0,576.3,0.8,26.3,69.9,137.1,12.4,34.6,81.8,125.7,66.9,93.9,94.2
New Hampshire,2018-05-01,2018,5,2.7,98.4,583.6,0.9,27.4,70.1,138.8,12.5,34.4,82.8,125.8,71.5,93.5,95.3
New Hampshire,2018-06-01,2018,6,2.6,100.2,583.5,0.9,28.2,71.1,140.7,12.8,34.9,84.7,118.5,78.7,87.9,97.5
New Hampshire,2018-07-01,2018,7,2.6,100.8,576.9,1.0,28.5,71.3,139.6,12.8,34.9,84.8,117.3,83.4,79.0,97.6
New Hampshire,2018-08-01,2018,8,2.6,100.6,576.5,1.0,28.4,71.2,139.8,12.8,34.8,84.7,117.1,82.2,80.1,97.5
New Hampshire,2018-09-01,2018,9,2.5,99.5,579.9,0.9,27.9,70.7,138.1,12.4,34.1,83.6,122.6,73.3,91.6,96.0
New Hampshire,2018-10-01,2018,10,2.5,100.5,584.7,1.0,28.3,71.2,139.0,12.3,34.3,83.9,126.4,71.0,93.5,96.2
New Hampshire,2018-11-01,2018,11,2.6,100.1,585.3,0.9,27.7,71.5,142.6,12.4,34.3,83.3,127.5,66.8,94.1,95.7
New Hampshire,2018-12-01,2018,12,2.6,99.8,587.9,0.9,27.0,71.9,144.1,12.4,34.4,82.2,127.3,69.2,93.9,94.60000000000001
New Hampshire,2019-01-01,2019,1,2.6,98.3,570.0,0.8,25.9,71.6,139.8,12.4,34.0,81.0,120.2,69.0,89.5,93.4
New Hampshire,2019-02-01,2019,2,2.6,98.1,578.4,0.8,25.8,71.5,136.9,12.3,34.1,81.6,126.8,68.8,93.7,93.89999999999999
New Hampshire,2019-03-01,2019,3,2.6,98.4,579.9,0.8,26.0,71.6,136.7,12.3,34.1,81.5,127.7,68.4,95.0,93.8
New Hampshire,2019-04-01,2019,4,2.6,99.0,581.1,0.8,26.8,71.4,137.5,12.2,34.0,82.6,127.8,68.8,93.9,94.8
New Hampshire,2019-05-01,2019,5,2.5,100.5,588.5,0.9,28.1,71.5,138.4,12.5,34.2,83.3,128.2,73.3,94.0,95.8
New Hampshire,2019-06-01,2019,6,2.5,101.9,587.1,0.9,28.9,72.1,140.3,12.7,34.9,85.1,120.1,79.8,88.4,97.8
New Hampshire,2019-07-01,2019,7,2.5,102.3,581.7,0.9,29.3,72.1,139.7,12.7,34.9,85.6,119.6,84.0,79.2,98.3
New Hampshire,2019-08-01,2019,8,2.5,102.0,582.6,0.9,29.4,71.7,140.2,12.6,34.8,85.6,119.0,83.2,81.2,98.19999999999999
New Hampshire,2019-09-01,2019,9,2.6,101.2,585.1,0.9,29.2,71.1,138.1,12.3,34.2,84.8,124.8,74.4,91.5,97.1
New Hampshire,2019-10-01,2019,10,2.6,100.9,590.2,0.9,29.0,71.0,139.1,12.2,34.2,84.7,128.7,72.1,94.1,96.9
New Hampshire,2019-11-01,2019,11,2.5,100.6,590.3,0.9,28.6,71.1,141.7,12.3,34.2,85.0,129.4,68.2,94.3,97.3
New Hampshire,2019-12-01,2019,12,2.5,100.2,593.6,0.9,28.0,71.3,143.9,12.4,34.3,84.1,129.8,69.9,93.9,96.5
New Hampshire,2020-01-01,2020,1,2.5,98.6,575.6,0.8,27.2,70.6,140.0,12.4,34.0,82.9,122.3,69.2,89.5,95.30000000000001
New Hampshire,2020-02-01,2020,2,2.6,98.1,585.9,0.8,26.9,70.4,137.5,12.4,34.2,83.5,129.1,69.4,94.5,95.9
New Hampshire,2020-03-01,2020,3,2.6,98.5,578.5,0.8,27.2,70.5,137.1,12.4,34.1,83.3,126.8,66.7,93.5,95.7
